cluster_label,corridor,month,density_pct,seasonality_index,slab,intensity
winter-spring-peak,Charlotte -> Atlanta,Apr,11.76,1.4112,9%-12%,3
winter-spring-peak,Charlotte -> Atlanta,May,8.82,1.0584,6%-9%,2
winter-spring-peak,Charlotte -> Atlanta,Jun,2.94,0.3528,< 4%,0
winter-spring-peak,Charlotte -> Atlanta,Jul,5.88,0.7056,4%-6%,1
winter-spring-peak,Charlotte -> Atlanta,Aug,0.0,0.0,< 4%,0
winter-spring-peak,Charlotte -> Atlanta,Sep,5.88,0.7056,4%-6%,1
winter-spring-peak,Charlotte -> Atlanta,Oct,2.94,0.3528,< 4%,0
winter-spring-peak,Charlotte -> Atlanta,Nov,11.76,1.4112,9%-12%,3
winter-spring-peak,Charlotte -> Atlanta,Dec,20.59,2.4708,> 15%,5
winter-spring-peak,Charlotte -> Nashville,Jan,10.48,1.2576,9%-12%,3
winter-spring-peak,Charlotte -> Nashville,Feb,6.45,0.774,6%-9%,2
winter-spring-peak,Charlotte -> Nashville,Mar,15.32,1.8384,> 15%,5
winter-spring-peak,Charlotte -> Nashville,Apr,4.84,0.5808,4%-6%,1
winter-spring-peak,Charlotte -> Nashville,May,8.06,0.9672,6%-9%,2
winter-spring-peak,Charlotte -> Nashville,Jun,4.84,0.5808,4%-6%,1
winter-spring-peak,Charlotte -> Nashville,Jul,2.42,0.2904,< 4%,0
winter-spring-peak,Charlotte -> Nashville,Aug,2.42,0.2904,< 4%,0
winter-spring-peak,Charlotte -> Nashville,Sep,7.26,0.8712,6%-9%,2
winter-spring-peak,Charlotte -> Nashville,Oct,12.9,1.548,12%-15%,4
winter-spring-peak,Charlotte -> Nashville,Nov,13.71,1.6452,12%-15%,4
winter-spring-peak,Charlotte -> Nashville,Dec,11.29,1.3548,9%-12%,3
winter-spring-peak,Charlotte -> North Florida,Jan,13.79,1.6548,12%-15%,4
winter-spring-peak,Charlotte -> North Florida,Feb,17.24,2.0688,> 15%,5
winter-spring-peak,Charlotte -> North Florida,Mar,9.48,1.1376,9%-12%,3
winter-spring-peak,Charlotte -> North Florida,Apr,6.9,0.828,6%-9%,2
winter-spring-peak,Charlotte -> North Florida,May,13.79,1.6548,12%-15%,4
winter-spring-peak,Charlotte -> North Florida,Jun,3.45,0.414,< 4%,0
winter-spring-peak,Charlotte -> North Florida,Jul,6.9,0.828,6%-9%,2
winter-spring-peak,Charlotte -> North Florida,Aug,6.9,0.828,6%-9%,2
winter-spring-peak,Charlotte -> North Florida,Sep,6.03,0.7236,6%-9%,2
winter-spring-peak,Charlotte -> North Florida,Oct,2.59,0.3108,< 4%,0
winter-spring-peak,Charlotte -> North Florida,Nov,5.17,0.6204,4%-6%,1
winter-spring-peak,Charlotte -> North Florida,Dec,7.76,0.9312,6%-9%,2
winter-spring-peak,Charlotte -> South Florida,Jan,9.65,1.158,9%-12%,3
winter-spring-peak,Charlotte -> South Florida,Feb,8.15,0.978,6%-9%,2
winter-spring-peak,Charlotte -> South Florida,Mar,10.5,1.26,9%-12%,3
winter-spring-peak,Charlotte -> South Florida,Apr,9.75,1.17,9%-12%,3
winter-spring-peak,Charlotte -> South Florida,May,8.43,1.0116,6%-9%,2
winter-spring-peak,Charlotte -> South Florida,Jun,7.12,0.8544,6%-9%,2
winter-spring-peak,Charlotte -> South Florida,Jul,5.72,0.6864,4%-6%,1
winter-spring-peak,Charlotte -> South Florida,Aug,4.59,0.5508,4%-6%,1
winter-spring-peak,Charlotte -> South Florida,Sep,6.09,0.7308,6%-9%,2
winter-spring-peak,Charlotte -> South Florida,Oct,8.62,1.0344,6%-9%,2
winter-spring-peak,Charlotte -> South Florida,Nov,9.0,1.08,9%-12%,3
winter-spring-peak,Charlotte -> South Florida,Dec,12.37,1.4844,12%-15%,4
winter-spring-peak,Chicago -> Houston,Jan,5.6,0.672,4%-6%,1
winter-spring-peak,Chicago -> Houston,Feb,6.47,0.7764,6%-9%,2
winter-spring-peak,Chicago -> Houston,Mar,9.91,1.1892,9%-12%,3
winter-spring-peak,Chicago -> Houston,Apr,11.64,1.3968,9%-12%,3
winter-spring-peak,Chicago -> Houston,May,9.91,1.1892,9%-12%,3
winter-spring-peak,Chicago -> Houston,Jun,9.05,1.086,9%-12%,3
winter-spring-peak,Chicago -> Houston,Jul,6.03,0.7236,6%-9%,2
winter-spring-peak,Chicago -> Houston,Aug,3.45,0.414,< 4%,0
winter-spring-peak,Chicago -> Houston,Sep,6.9,0.828,6%-9%,2
winter-spring-peak,Chicago -> Houston,Oct,6.9,0.828,6%-9%,2
winter-spring-peak,Chicago -> Houston,Nov,13.79,1.6548,12%-15%,4
winter-spring-peak,Chicago -> Houston,Dec,10.34,1.2408,9%-12%,3
winter-spring-peak,Chicago -> South Florida,Jan,9.6,1.152,9%-12%,3
winter-spring-peak,Chicago -> South Florida,Feb,11.96,1.4352,9%-12%,3
winter-spring-peak,Chicago -> South Florida,Mar,12.21,1.4652,12%-15%,4
winter-spring-peak,Chicago -> South Florida,Apr,7.97,0.9564,6%-9%,2
winter-spring-peak,Chicago -> South Florida,May,6.59,0.7908,6%-9%,2
winter-spring-peak,Chicago -> South Florida,Jun,4.07,0.4884,4%-6%,1
winter-spring-peak,Chicago -> South Florida,Jul,3.74,0.4488,< 4%,0
winter-spring-peak,Chicago -> South Florida,Aug,3.25,0.39,< 4%,0
winter-spring-peak,Chicago -> South Florida,Sep,3.17,0.3804,< 4%,0
winter-spring-peak,Chicago -> South Florida,Oct,9.03,1.0836,9%-12%,3
winter-spring-peak,Chicago -> South Florida,Nov,12.45,1.494,12%-15%,4
winter-spring-peak,Chicago -> South Florida,Dec,15.95,1.914,> 15%,5
winter-spring-peak,DMV -> Atlanta,Jan,7.95,0.954,6%-9%,2
winter-spring-peak,DMV -> Atlanta,Feb,7.53,0.9036,6%-9%,2
winter-spring-peak,DMV -> Atlanta,Mar,10.88,1.3056,9%-12%,3
winter-spring-peak,DMV -> Atlanta,Apr,12.13,1.4556,12%-15%,4
winter-spring-peak,DMV -> Atlanta,May,12.13,1.4556,12%-15%,4
winter-spring-peak,DMV -> Atlanta,Jun,5.02,0.6024,4%-6%,1
winter-spring-peak,DMV -> Atlanta,Jul,5.86,0.7032,4%-6%,1
winter-spring-peak,DMV -> Atlanta,Aug,4.6,0.552,4%-6%,1
winter-spring-peak,DMV -> Atlanta,Sep,7.53,0.9036,6%-9%,2
winter-spring-peak,DMV -> Atlanta,Oct,5.44,0.6528,4%-6%,1
winter-spring-peak,DMV -> Atlanta,Nov,11.3,1.356,9%-12%,3
winter-spring-peak,DMV -> Atlanta,Dec,9.62,1.1544,9%-12%,3
winter-spring-peak,DMV -> Nashville,Jan,10.47,1.2564,9%-12%,3
winter-spring-peak,DMV -> Nashville,Feb,6.28,0.7536,6%-9%,2
winter-spring-peak,DMV -> Nashville,Mar,10.99,1.3188,9%-12%,3
winter-spring-peak,DMV -> Nashville,Apr,12.57,1.5084,12%-15%,4
winter-spring-peak,DMV -> Nashville,May,9.95,1.194,9%-12%,3
winter-spring-peak,DMV -> Nashville,Jun,5.24,0.6288,4%-6%,1
winter-spring-peak,DMV -> Nashville,Jul,4.19,0.5028,4%-6%,1
winter-spring-peak,DMV -> Nashville,Aug,6.81,0.8172,6%-9%,2
winter-spring-peak,DMV -> Nashville,Sep,6.81,0.8172,6%-9%,2
winter-spring-peak,DMV -> Nashville,Oct,8.9,1.068,6%-9%,2
winter-spring-peak,DMV -> Nashville,Nov,9.42,1.1304,9%-12%,3
winter-spring-peak,DMV -> Nashville,Dec,8.38,1.0056,6%-9%,2
winter-spring-peak,DMV -> North Florida,Jan,9.55,1.146,9%-12%,3
winter-spring-peak,DMV -> North Florida,Feb,8.49,1.0188,6%-9%,2
winter-spring-peak,DMV -> North Florida,Mar,10.88,1.3056,9%-12%,3
winter-spring-peak,DMV -> North Florida,Apr,7.96,0.9552,6%-9%,2
winter-spring-peak,DMV -> North Florida,May,13.79,1.6548,12%-15%,4
winter-spring-peak,DMV -> North Florida,Jun,5.31,0.6372,4%-6%,1
winter-spring-peak,DMV -> North Florida,Jul,5.04,0.6048,4%-6%,1
winter-spring-peak,DMV -> North Florida,Aug,2.39,0.2868,< 4%,0
winter-spring-peak,DMV -> North Florida,Sep,7.69,0.9228,6%-9%,2
winter-spring-peak,DMV -> North Florida,Oct,9.55,1.146,9%-12%,3
winter-spring-peak,DMV -> North Florida,Nov,10.88,1.3056,9%-12%,3
winter-spring-peak,DMV -> North Florida,Dec,8.49,1.0188,6%-9%,2
winter-spring-peak,DMV -> South Florida,Jan,11.39,1.3668,9%-12%,3
winter-spring-peak,DMV -> South Florida,Feb,10.22,1.2264,9%-12%,3
winter-spring-peak,DMV -> South Florida,Mar,10.49,1.2588,9%-12%,3
winter-spring-peak,DMV -> South Florida,Apr,9.78,1.1736,9%-12%,3
winter-spring-peak,DMV -> South Florida,May,8.34,1.0008,6%-9%,2
winter-spring-peak,DMV -> South Florida,Jun,5.92,0.7104,4%-6%,1
winter-spring-peak,DMV -> South Florida,Jul,4.22,0.5064,4%-6%,1
winter-spring-peak,DMV -> South Florida,Aug,4.48,0.5376,4%-6%,1
winter-spring-peak,DMV -> South Florida,Sep,4.13,0.4956,4%-6%,1
winter-spring-peak,DMV -> South Florida,Oct,7.53,0.9036,6%-9%,2
winter-spring-peak,DMV -> South Florida,Nov,10.4,1.248,9%-12%,3
winter-spring-peak,DMV -> South Florida,Dec,13.09,1.5708,12%-15%,4
winter-spring-peak,Dallas -> Phoenix Valley,Jan,9.39,1.1268,9%-12%,3
winter-spring-peak,Dallas -> Phoenix Valley,Feb,11.2,1.344,9%-12%,3
winter-spring-peak,Dallas -> Phoenix Valley,Mar,11.04,1.3248,9%-12%,3
winter-spring-peak,Dallas -> Phoenix Valley,Apr,8.57,1.0284,6%-9%,2
winter-spring-peak,Dallas -> Phoenix Valley,May,8.57,1.0284,6%-9%,2
winter-spring-peak,Dallas -> Phoenix Valley,Jun,5.6,0.672,4%-6%,1
winter-spring-peak,Dallas -> Phoenix Valley,Jul,2.14,0.2568,< 4%,0
winter-spring-peak,Dallas -> Phoenix Valley,Aug,5.6,0.672,4%-6%,1
winter-spring-peak,Dallas -> Phoenix Valley,Sep,7.08,0.8496,6%-9%,2
winter-spring-peak,Dallas -> Phoenix Valley,Oct,9.39,1.1268,9%-12%,3
winter-spring-peak,Dallas -> Phoenix Valley,Nov,11.7,1.404,9%-12%,3
winter-spring-peak,Dallas -> Phoenix Valley,Dec,9.72,1.1664,9%-12%,3
winter-spring-peak,Dallas -> San Antonio,Jan,17.74,2.1288,> 15%,5
winter-spring-peak,Dallas -> San Antonio,Feb,11.29,1.3548,9%-12%,3
winter-spring-peak,Dallas -> San Antonio,Mar,14.52,1.7424,12%-15%,4
winter-spring-peak,Dallas -> San Antonio,Apr,8.06,0.9672,6%-9%,2
winter-spring-peak,Dallas -> San Antonio,May,8.06,0.9672,6%-9%,2
winter-spring-peak,Dallas -> San Antonio,Jun,3.23,0.3876,< 4%,0
winter-spring-peak,Dallas -> San Antonio,Jul,4.84,0.5808,4%-6%,1
winter-spring-peak,Dallas -> San Antonio,Aug,4.84,0.5808,4%-6%,1
winter-spring-peak,Dallas -> San Antonio,Sep,1.61,0.1932,< 4%,0
winter-spring-peak,Dallas -> San Antonio,Oct,0.0,0.0,< 4%,0
winter-spring-peak,Dallas -> San Antonio,Nov,20.97,2.5164,> 15%,5
winter-spring-peak,Dallas -> San Antonio,Dec,4.84,0.5808,4%-6%,1
winter-spring-peak,Dallas -> South Florida,Jan,9.82,1.1784,9%-12%,3
winter-spring-peak,Dallas -> South Florida,Feb,12.12,1.4544,12%-15%,4
winter-spring-peak,Dallas -> South Florida,Mar,11.2,1.344,9%-12%,3
winter-spring-peak,Dallas -> South Florida,Apr,9.66,1.1592,9%-12%,3
winter-spring-peak,Dallas -> South Florida,May,11.2,1.344,9%-12%,3
winter-spring-peak,Dallas -> South Florida,Jun,7.21,0.8652,6%-9%,2
winter-spring-peak,Dallas -> South Florida,Jul,4.14,0.4968,4%-6%,1
winter-spring-peak,Dallas -> South Florida,Aug,5.52,0.6624,4%-6%,1
winter-spring-peak,Dallas -> South Florida,Sep,4.14,0.4968,4%-6%,1
winter-spring-peak,Dallas -> South Florida,Oct,5.67,0.6804,4%-6%,1
winter-spring-peak,Dallas -> South Florida,Nov,8.74,1.0488,6%-9%,2
winter-spring-peak,Dallas -> South Florida,Dec,10.58,1.2696,9%-12%,3
winter-spring-peak,Denver -> North Florida,Jan,12.34,1.4808,12%-15%,4
winter-spring-peak,Denver -> North Florida,Feb,12.34,1.4808,12%-15%,4
winter-spring-peak,Denver -> North Florida,Mar,15.58,1.8696,> 15%,5
winter-spring-peak,Denver -> North Florida,Apr,5.84,0.7008,4%-6%,1
winter-spring-peak,Denver -> North Florida,May,5.84,0.7008,4%-6%,1
winter-spring-peak,Denver -> North Florida,Jun,4.55,0.546,4%-6%,1
winter-spring-peak,Denver -> North Florida,Jul,9.09,1.0908,9%-12%,3
winter-spring-peak,Denver -> North Florida,Aug,5.19,0.6228,4%-6%,1
winter-spring-peak,Denver -> North Florida,Sep,9.09,1.0908,9%-12%,3
winter-spring-peak,Denver -> North Florida,Oct,5.84,0.7008,4%-6%,1
winter-spring-peak,Denver -> North Florida,Nov,4.55,0.546,4%-6%,1
winter-spring-peak,Denver -> North Florida,Dec,9.74,1.1688,9%-12%,3
winter-spring-peak,Denver -> Phoenix Valley,Jan,7.97,0.9564,6%-9%,2
winter-spring-peak,Denver -> Phoenix Valley,Feb,10.9,1.308,9%-12%,3
winter-spring-peak,Denver -> Phoenix Valley,Mar,14.47,1.7364,12%-15%,4
winter-spring-peak,Denver -> Phoenix Valley,Apr,9.01,1.0812,9%-12%,3
winter-spring-peak,Denver -> Phoenix Valley,May,8.18,0.9816,6%-9%,2
winter-spring-peak,Denver -> Phoenix Valley,Jun,8.6,1.032,6%-9%,2
winter-spring-peak,Denver -> Phoenix Valley,Jul,3.98,0.4776,< 4%,0
winter-spring-peak,Denver -> Phoenix Valley,Aug,6.08,0.7296,6%-9%,2
winter-spring-peak,Denver -> Phoenix Valley,Sep,3.77,0.4524,< 4%,0
winter-spring-peak,Denver -> Phoenix Valley,Oct,9.64,1.1568,9%-12%,3
winter-spring-peak,Denver -> Phoenix Valley,Nov,8.39,1.0068,6%-9%,2
winter-spring-peak,Denver -> Phoenix Valley,Dec,9.01,1.0812,9%-12%,3
winter-spring-peak,Denver -> South Florida,Jan,15.91,1.9092,> 15%,5
winter-spring-peak,Denver -> South Florida,Feb,11.93,1.4316,9%-12%,3
winter-spring-peak,Denver -> South Florida,Mar,15.91,1.9092,> 15%,5
winter-spring-peak,Denver -> South Florida,Apr,11.36,1.3632,9%-12%,3
winter-spring-peak,Denver -> South Florida,May,4.55,0.546,4%-6%,1
winter-spring-peak,Denver -> South Florida,Jun,2.84,0.3408,< 4%,0
winter-spring-peak,Denver -> South Florida,Jul,6.25,0.75,6%-9%,2
winter-spring-peak,Denver -> South Florida,Aug,5.11,0.6132,4%-6%,1
winter-spring-peak,Denver -> South Florida,Sep,3.41,0.4092,< 4%,0
winter-spring-peak,Denver -> South Florida,Oct,6.25,0.75,6%-9%,2
winter-spring-peak,Denver -> South Florida,Nov,3.98,0.4776,< 4%,0
winter-spring-peak,Denver -> South Florida,Dec,12.5,1.5,12%-15%,4
winter-spring-peak,Detroit -> Phoenix Valley,Jan,8.57,1.0284,6%-9%,2
winter-spring-peak,Detroit -> Phoenix Valley,Feb,11.43,1.3716,9%-12%,3
winter-spring-peak,Detroit -> Phoenix Valley,Mar,8.57,1.0284,6%-9%,2
winter-spring-peak,Detroit -> Phoenix Valley,Apr,5.71,0.6852,4%-6%,1
winter-spring-peak,Detroit -> Phoenix Valley,May,5.71,0.6852,4%-6%,1
winter-spring-peak,Detroit -> Phoenix Valley,Jun,5.71,0.6852,4%-6%,1
winter-spring-peak,Detroit -> Phoenix Valley,Jul,5.71,0.6852,4%-6%,1
winter-spring-peak,Detroit -> Phoenix Valley,Aug,5.71,0.6852,4%-6%,1
winter-spring-peak,Detroit -> Phoenix Valley,Sep,11.43,1.3716,9%-12%,3
winter-spring-peak,Detroit -> Phoenix Valley,Oct,2.86,0.3432,< 4%,0
winter-spring-peak,Detroit -> Phoenix Valley,Nov,14.29,1.7148,12%-15%,4
winter-spring-peak,Detroit -> Phoenix Valley,Dec,14.29,1.7148,12%-15%,4
winter-spring-peak,Detroit -> South Florida,Jan,11.14,1.3368,9%-12%,3
winter-spring-peak,Detroit -> South Florida,Feb,11.45,1.374,9%-12%,3
winter-spring-peak,Detroit -> South Florida,Mar,10.54,1.2648,9%-12%,3
winter-spring-peak,Detroit -> South Florida,Apr,9.04,1.0848,9%-12%,3
winter-spring-peak,Detroit -> South Florida,May,6.48,0.7776,6%-9%,2
winter-spring-peak,Detroit -> South Florida,Jun,4.52,0.5424,4%-6%,1
winter-spring-peak,Detroit -> South Florida,Jul,4.22,0.5064,4%-6%,1
winter-spring-peak,Detroit -> South Florida,Aug,3.61,0.4332,< 4%,0
winter-spring-peak,Detroit -> South Florida,Sep,5.42,0.6504,4%-6%,1
winter-spring-peak,Detroit -> South Florida,Oct,9.34,1.1208,9%-12%,3
winter-spring-peak,Detroit -> South Florida,Nov,10.69,1.2828,9%-12%,3
winter-spring-peak,Detroit -> South Florida,Dec,13.55,1.626,12%-15%,4
winter-spring-peak,Houston -> Dallas,Jan,11.9,1.428,9%-12%,3
winter-spring-peak,Houston -> Dallas,Feb,12.7,1.524,12%-15%,4
winter-spring-peak,Houston -> Dallas,Mar,8.73,1.0476,6%-9%,2
winter-spring-peak,Houston -> Dallas,Apr,11.9,1.428,9%-12%,3
winter-spring-peak,Houston -> Dallas,May,11.11,1.3332,9%-12%,3
winter-spring-peak,Houston -> Dallas,Jun,3.17,0.3804,< 4%,0
winter-spring-peak,Houston -> Dallas,Jul,3.17,0.3804,< 4%,0
winter-spring-peak,Houston -> Dallas,Aug,2.38,0.2856,< 4%,0
winter-spring-peak,Houston -> Dallas,Sep,5.56,0.6672,4%-6%,1
winter-spring-peak,Houston -> Dallas,Oct,3.97,0.4764,< 4%,0
winter-spring-peak,Houston -> Dallas,Nov,11.9,1.428,9%-12%,3
winter-spring-peak,Houston -> Dallas,Dec,13.49,1.6188,12%-15%,4
winter-spring-peak,Houston -> LA Basin,Jan,15.05,1.806,> 15%,5
winter-spring-peak,Houston -> LA Basin,Feb,9.14,1.0968,9%-12%,3
winter-spring-peak,Houston -> LA Basin,Mar,8.6,1.032,6%-9%,2
winter-spring-peak,Houston -> LA Basin,Apr,10.75,1.29,9%-12%,3
winter-spring-peak,Houston -> LA Basin,May,9.68,1.1616,9%-12%,3
winter-spring-peak,Houston -> LA Basin,Jun,4.3,0.516,4%-6%,1
winter-spring-peak,Houston -> LA Basin,Jul,2.69,0.3228,< 4%,0
winter-spring-peak,Houston -> LA Basin,Aug,4.3,0.516,4%-6%,1
winter-spring-peak,Houston -> LA Basin,Sep,4.3,0.516,4%-6%,1
winter-spring-peak,Houston -> LA Basin,Oct,14.52,1.7424,12%-15%,4
winter-spring-peak,Houston -> LA Basin,Nov,6.45,0.774,6%-9%,2
winter-spring-peak,Houston -> LA Basin,Dec,10.22,1.2264,9%-12%,3
winter-spring-peak,Houston -> Phoenix Valley,Jan,9.76,1.1712,9%-12%,3
winter-spring-peak,Houston -> Phoenix Valley,Feb,10.73,1.2876,9%-12%,3
winter-spring-peak,Houston -> Phoenix Valley,Mar,9.27,1.1124,9%-12%,3
winter-spring-peak,Houston -> Phoenix Valley,Apr,11.71,1.4052,9%-12%,3
winter-spring-peak,Houston -> Phoenix Valley,May,12.2,1.464,12%-15%,4
winter-spring-peak,Houston -> Phoenix Valley,Jun,5.85,0.702,4%-6%,1
winter-spring-peak,Houston -> Phoenix Valley,Jul,5.37,0.6444,4%-6%,1
winter-spring-peak,Houston -> Phoenix Valley,Aug,5.85,0.702,4%-6%,1
winter-spring-peak,Houston -> Phoenix Valley,Sep,5.85,0.702,4%-6%,1
winter-spring-peak,Houston -> Phoenix Valley,Oct,6.34,0.7608,6%-9%,2
winter-spring-peak,Houston -> Phoenix Valley,Nov,10.24,1.2288,9%-12%,3
winter-spring-peak,Houston -> Phoenix Valley,Dec,6.83,0.8196,6%-9%,2
winter-spring-peak,Houston -> San Antonio,Jan,16.46,1.9752,> 15%,5
winter-spring-peak,Houston -> San Antonio,Feb,10.13,1.2156,9%-12%,3
winter-spring-peak,Houston -> San Antonio,Mar,11.39,1.3668,9%-12%,3
winter-spring-peak,Houston -> San Antonio,Apr,8.86,1.0632,6%-9%,2
winter-spring-peak,Houston -> San Antonio,May,13.92,1.6704,12%-15%,4
winter-spring-peak,Houston -> San Antonio,Jun,2.53,0.3036,< 4%,0
winter-spring-peak,Houston -> San Antonio,Jul,3.8,0.456,< 4%,0
winter-spring-peak,Houston -> San Antonio,Aug,2.53,0.3036,< 4%,0
winter-spring-peak,Houston -> San Antonio,Sep,2.53,0.3036,< 4%,0
winter-spring-peak,Houston -> San Antonio,Oct,6.33,0.7596,6%-9%,2
winter-spring-peak,Houston -> San Antonio,Nov,12.66,1.5192,12%-15%,4
winter-spring-peak,Houston -> San Antonio,Dec,8.86,1.0632,6%-9%,2
winter-spring-peak,Houston -> South Florida,Jan,12.76,1.5312,12%-15%,4
winter-spring-peak,Houston -> South Florida,Feb,9.48,1.1376,9%-12%,3
winter-spring-peak,Houston -> South Florida,Mar,8.28,0.9936,6%-9%,2
winter-spring-peak,Houston -> South Florida,Apr,10.0,1.2,9%-12%,3
winter-spring-peak,Houston -> South Florida,May,11.03,1.3236,9%-12%,3
winter-spring-peak,Houston -> South Florida,Jun,5.34,0.6408,4%-6%,1
winter-spring-peak,Houston -> South Florida,Jul,6.38,0.7656,6%-9%,2
winter-spring-peak,Houston -> South Florida,Aug,5.86,0.7032,4%-6%,1
winter-spring-peak,Houston -> South Florida,Sep,5.34,0.6408,4%-6%,1
winter-spring-peak,Houston -> South Florida,Oct,7.24,0.8688,6%-9%,2
winter-spring-peak,Houston -> South Florida,Nov,8.79,1.0548,6%-9%,2
winter-spring-peak,Houston -> South Florida,Dec,9.48,1.1376,9%-12%,3
winter-spring-peak,LA Basin -> Atlanta,Jan,11.11,1.3332,9%-12%,3
winter-spring-peak,LA Basin -> Atlanta,Feb,4.44,0.5328,4%-6%,1
winter-spring-peak,LA Basin -> Atlanta,Mar,4.44,0.5328,4%-6%,1
