corridor,month,density_pct,cluster_label
Minneapolis -> DMV,Apr,7.48,core-utilization
Minneapolis -> DMV,May,5.44,core-utilization
Minneapolis -> DMV,Jun,14.97,core-utilization
Minneapolis -> DMV,Jul,7.48,core-utilization
Minneapolis -> DMV,Aug,12.93,core-utilization
Minneapolis -> DMV,Sep,8.84,core-utilization
Minneapolis -> DMV,Oct,9.52,core-utilization
Minneapolis -> DMV,Nov,12.93,core-utilization
Minneapolis -> DMV,Dec,4.76,core-utilization
Minneapolis -> Dallas,Jan,6.52,core-utilization
Minneapolis -> Dallas,Feb,6.21,core-utilization
Minneapolis -> Dallas,Mar,2.8,core-utilization
Minneapolis -> Dallas,Apr,6.52,core-utilization
Minneapolis -> Dallas,May,11.8,core-utilization
Minneapolis -> Dallas,Jun,10.56,core-utilization
Minneapolis -> Dallas,Jul,8.7,core-utilization
Minneapolis -> Dallas,Aug,8.7,core-utilization
Minneapolis -> Dallas,Sep,10.56,core-utilization
Minneapolis -> Dallas,Oct,11.49,core-utilization
Minneapolis -> Dallas,Nov,9.32,core-utilization
Minneapolis -> Dallas,Dec,6.83,core-utilization
Minneapolis -> Detroit,Jan,3.45,core-utilization
Minneapolis -> Detroit,Feb,5.17,core-utilization
Minneapolis -> Detroit,Mar,5.17,core-utilization
Minneapolis -> Detroit,Apr,5.17,core-utilization
Minneapolis -> Detroit,May,13.79,core-utilization
Minneapolis -> Detroit,Jun,5.17,core-utilization
Minneapolis -> Detroit,Jul,10.34,core-utilization
Minneapolis -> Detroit,Aug,15.52,core-utilization
Minneapolis -> Detroit,Sep,12.07,core-utilization
Minneapolis -> Detroit,Oct,12.07,core-utilization
Minneapolis -> Detroit,Nov,12.07,core-utilization
Minneapolis -> Detroit,Dec,0.0,core-utilization
Minneapolis -> Houston,Jan,4.9,core-utilization
Minneapolis -> Houston,Feb,1.96,core-utilization
Minneapolis -> Houston,Mar,6.86,core-utilization
Minneapolis -> Houston,Apr,4.9,core-utilization
Minneapolis -> Houston,May,7.84,core-utilization
Minneapolis -> Houston,Jun,13.73,core-utilization
Minneapolis -> Houston,Jul,8.82,core-utilization
Minneapolis -> Houston,Aug,3.92,core-utilization
Minneapolis -> Houston,Sep,11.76,core-utilization
Minneapolis -> Houston,Oct,13.73,core-utilization
Minneapolis -> Houston,Nov,12.75,core-utilization
Minneapolis -> Houston,Dec,8.82,core-utilization
Minneapolis -> New York City,Jan,7.66,core-utilization
Minneapolis -> New York City,Feb,3.83,core-utilization
Minneapolis -> New York City,Mar,7.28,core-utilization
Minneapolis -> New York City,Apr,4.98,core-utilization
Minneapolis -> New York City,May,8.05,core-utilization
Minneapolis -> New York City,Jun,6.51,core-utilization
Minneapolis -> New York City,Jul,11.11,core-utilization
Minneapolis -> New York City,Aug,9.2,core-utilization
Minneapolis -> New York City,Sep,15.33,core-utilization
Minneapolis -> New York City,Oct,9.58,core-utilization
Minneapolis -> New York City,Nov,8.81,core-utilization
Minneapolis -> New York City,Dec,7.66,core-utilization
Minneapolis -> Philadelphia,Jan,1.72,core-utilization
Minneapolis -> Philadelphia,Feb,1.72,core-utilization
Minneapolis -> Philadelphia,Mar,6.9,core-utilization
Minneapolis -> Philadelphia,Apr,8.62,core-utilization
Minneapolis -> Philadelphia,May,15.52,core-utilization
Minneapolis -> Philadelphia,Jun,12.07,core-utilization
Minneapolis -> Philadelphia,Jul,5.17,core-utilization
Minneapolis -> Philadelphia,Aug,15.52,core-utilization
Minneapolis -> Philadelphia,Sep,8.62,core-utilization
Minneapolis -> Philadelphia,Oct,13.79,core-utilization
Minneapolis -> Philadelphia,Nov,8.62,core-utilization
Minneapolis -> Philadelphia,Dec,1.72,core-utilization
Minneapolis -> St. Louis,Jan,6.0,core-utilization
Minneapolis -> St. Louis,Feb,5.0,core-utilization
Minneapolis -> St. Louis,Mar,3.0,core-utilization
Minneapolis -> St. Louis,Apr,9.0,core-utilization
Minneapolis -> St. Louis,May,4.0,core-utilization
Minneapolis -> St. Louis,Jun,13.0,core-utilization
Minneapolis -> St. Louis,Jul,10.0,core-utilization
Minneapolis -> St. Louis,Aug,10.0,core-utilization
Minneapolis -> St. Louis,Sep,10.0,core-utilization
Minneapolis -> St. Louis,Oct,10.0,core-utilization
Minneapolis -> St. Louis,Nov,12.0,core-utilization
Minneapolis -> St. Louis,Dec,8.0,core-utilization
Nashville -> Boston,Jan,4.08,core-utilization
Nashville -> Boston,Feb,3.06,core-utilization
Nashville -> Boston,Mar,3.06,core-utilization
Nashville -> Boston,Apr,5.61,core-utilization
Nashville -> Boston,May,9.18,core-utilization
Nashville -> Boston,Jun,12.24,core-utilization
Nashville -> Boston,Jul,11.22,core-utilization
Nashville -> Boston,Aug,13.27,core-utilization
Nashville -> Boston,Sep,14.8,core-utilization
Nashville -> Boston,Oct,11.73,core-utilization
Nashville -> Boston,Nov,6.12,core-utilization
Nashville -> Boston,Dec,5.61,core-utilization
Nashville -> DMV,Jan,2.47,core-utilization
Nashville -> DMV,Feb,2.47,core-utilization
Nashville -> DMV,Mar,8.64,core-utilization
Nashville -> DMV,Apr,9.88,core-utilization
Nashville -> DMV,May,2.47,core-utilization
Nashville -> DMV,Jun,8.64,core-utilization
Nashville -> DMV,Jul,8.64,core-utilization
Nashville -> DMV,Aug,18.52,core-utilization
Nashville -> DMV,Sep,14.81,core-utilization
Nashville -> DMV,Oct,12.35,core-utilization
Nashville -> DMV,Nov,7.41,core-utilization
Nashville -> DMV,Dec,3.7,core-utilization
Nashville -> New York City,Jan,3.18,core-utilization
Nashville -> New York City,Feb,4.4,core-utilization
Nashville -> New York City,Mar,5.62,core-utilization
Nashville -> New York City,Apr,7.82,core-utilization
Nashville -> New York City,May,10.27,core-utilization
Nashville -> New York City,Jun,9.05,core-utilization
Nashville -> New York City,Jul,6.11,core-utilization
Nashville -> New York City,Aug,10.27,core-utilization
Nashville -> New York City,Sep,10.02,core-utilization
Nashville -> New York City,Oct,12.47,core-utilization
Nashville -> New York City,Nov,10.27,core-utilization
Nashville -> New York City,Dec,10.51,core-utilization
New York City -> Boston,Jan,0.0,core-utilization
New York City -> Boston,Feb,0.0,core-utilization
New York City -> Boston,Mar,0.0,core-utilization
New York City -> Boston,Apr,21.74,core-utilization
New York City -> Boston,May,13.04,core-utilization
New York City -> Boston,Jun,26.09,core-utilization
New York City -> Boston,Jul,4.35,core-utilization
New York City -> Boston,Aug,13.04,core-utilization
New York City -> Boston,Sep,4.35,core-utilization
New York City -> Boston,Oct,0.0,core-utilization
New York City -> Boston,Nov,8.7,core-utilization
New York City -> Boston,Dec,8.7,core-utilization
New York City -> Chicago,Jan,4.83,core-utilization
New York City -> Chicago,Feb,6.28,core-utilization
New York City -> Chicago,Mar,6.01,core-utilization
New York City -> Chicago,Apr,7.1,core-utilization
New York City -> Chicago,May,10.2,core-utilization
New York City -> Chicago,Jun,8.2,core-utilization
New York City -> Chicago,Jul,8.01,core-utilization
New York City -> Chicago,Aug,8.93,core-utilization
New York City -> Chicago,Sep,10.29,core-utilization
New York City -> Chicago,Oct,11.84,core-utilization
New York City -> Chicago,Nov,10.66,core-utilization
New York City -> Chicago,Dec,7.65,core-utilization
New York City -> Dallas,Jan,2.78,core-utilization
New York City -> Dallas,Feb,4.63,core-utilization
New York City -> Dallas,Mar,8.33,core-utilization
New York City -> Dallas,Apr,6.48,core-utilization
New York City -> Dallas,May,10.19,core-utilization
New York City -> Dallas,Jun,10.65,core-utilization
New York City -> Dallas,Jul,7.87,core-utilization
New York City -> Dallas,Aug,7.87,core-utilization
New York City -> Dallas,Sep,13.43,core-utilization
New York City -> Dallas,Oct,11.57,core-utilization
New York City -> Dallas,Nov,7.87,core-utilization
New York City -> Dallas,Dec,8.33,core-utilization
New York City -> Houston,Jan,3.49,core-utilization
New York City -> Houston,Feb,10.47,core-utilization
New York City -> Houston,Mar,4.65,core-utilization
New York City -> Houston,Apr,5.81,core-utilization
New York City -> Houston,May,3.49,core-utilization
New York City -> Houston,Jun,15.12,core-utilization
New York City -> Houston,Jul,6.98,core-utilization
New York City -> Houston,Aug,6.98,core-utilization
New York City -> Houston,Sep,8.14,core-utilization
New York City -> Houston,Oct,16.28,core-utilization
New York City -> Houston,Nov,13.95,core-utilization
New York City -> Houston,Dec,4.65,core-utilization
New York City -> San Antonio,Jan,0.0,core-utilization
New York City -> San Antonio,Feb,0.0,core-utilization
New York City -> San Antonio,Mar,7.32,core-utilization
New York City -> San Antonio,Apr,0.0,core-utilization
New York City -> San Antonio,May,12.2,core-utilization
New York City -> San Antonio,Jun,9.76,core-utilization
New York City -> San Antonio,Jul,2.44,core-utilization
New York City -> San Antonio,Aug,19.51,core-utilization
New York City -> San Antonio,Sep,14.63,core-utilization
New York City -> San Antonio,Oct,21.95,core-utilization
New York City -> San Antonio,Nov,9.76,core-utilization
New York City -> San Antonio,Dec,2.44,core-utilization
New York City -> St. Louis,Jan,5.71,core-utilization
New York City -> St. Louis,Feb,6.29,core-utilization
New York City -> St. Louis,Mar,7.71,core-utilization
New York City -> St. Louis,Apr,6.29,core-utilization
New York City -> St. Louis,May,8.57,core-utilization
New York City -> St. Louis,Jun,9.14,core-utilization
New York City -> St. Louis,Jul,6.86,core-utilization
New York City -> St. Louis,Aug,7.43,core-utilization
New York City -> St. Louis,Sep,13.43,core-utilization
New York City -> St. Louis,Oct,11.71,core-utilization
New York City -> St. Louis,Nov,8.86,core-utilization
New York City -> St. Louis,Dec,8.0,core-utilization
Philadelphia -> St. Louis,Jan,2.22,core-utilization
Philadelphia -> St. Louis,Feb,6.67,core-utilization
Philadelphia -> St. Louis,Mar,6.67,core-utilization
Philadelphia -> St. Louis,Apr,11.11,core-utilization
Philadelphia -> St. Louis,May,15.56,core-utilization
Philadelphia -> St. Louis,Jun,7.78,core-utilization
Philadelphia -> St. Louis,Jul,4.44,core-utilization
Philadelphia -> St. Louis,Aug,10.0,core-utilization
Philadelphia -> St. Louis,Sep,11.11,core-utilization
Philadelphia -> St. Louis,Oct,16.67,core-utilization
Philadelphia -> St. Louis,Nov,5.56,core-utilization
Philadelphia -> St. Louis,Dec,2.22,core-utilization
Pittsburgh -> Atlanta,Jan,5.71,core-utilization
Pittsburgh -> Atlanta,Feb,8.57,core-utilization
Pittsburgh -> Atlanta,Mar,5.71,core-utilization
Pittsburgh -> Atlanta,Apr,14.29,core-utilization
Pittsburgh -> Atlanta,May,5.71,core-utilization
Pittsburgh -> Atlanta,Jun,8.57,core-utilization
Pittsburgh -> Atlanta,Jul,7.14,core-utilization
Pittsburgh -> Atlanta,Aug,8.57,core-utilization
Pittsburgh -> Atlanta,Sep,14.29,core-utilization
Pittsburgh -> Atlanta,Oct,17.14,core-utilization
Pittsburgh -> Atlanta,Nov,2.86,core-utilization
Pittsburgh -> Atlanta,Dec,1.43,core-utilization
Pittsburgh -> New York City,Jan,0.0,core-utilization
Pittsburgh -> New York City,Feb,0.0,core-utilization
Pittsburgh -> New York City,Mar,3.57,core-utilization
Pittsburgh -> New York City,Apr,14.29,core-utilization
Pittsburgh -> New York City,May,7.14,core-utilization
Pittsburgh -> New York City,Jun,10.71,core-utilization
Pittsburgh -> New York City,Jul,10.71,core-utilization
Pittsburgh -> New York City,Aug,7.14,core-utilization
Pittsburgh -> New York City,Sep,14.29,core-utilization
Pittsburgh -> New York City,Oct,21.43,core-utilization
Pittsburgh -> New York City,Nov,10.71,core-utilization
Pittsburgh -> New York City,Dec,0.0,core-utilization
San Antonio -> Boston,Jan,4.55,core-utilization
San Antonio -> Boston,Feb,0.0,core-utilization
San Antonio -> Boston,Mar,13.64,core-utilization
San Antonio -> Boston,Apr,4.55,core-utilization
San Antonio -> Boston,May,0.0,core-utilization
San Antonio -> Boston,Jun,18.18,core-utilization
San Antonio -> Boston,Jul,4.55,core-utilization
San Antonio -> Boston,Aug,4.55,core-utilization
San Antonio -> Boston,Sep,18.18,core-utilization
San Antonio -> Boston,Oct,13.64,core-utilization
San Antonio -> Boston,Nov,13.64,core-utilization
San Antonio -> Boston,Dec,4.55,core-utilization
San Antonio -> Chicago,Jan,2.78,core-utilization
San Antonio -> Chicago,Feb,4.17,core-utilization
San Antonio -> Chicago,Mar,7.64,core-utilization
San Antonio -> Chicago,Apr,7.64,core-utilization
San Antonio -> Chicago,May,6.94,core-utilization
San Antonio -> Chicago,Jun,6.94,core-utilization
San Antonio -> Chicago,Jul,9.03,core-utilization
San Antonio -> Chicago,Aug,11.81,core-utilization
San Antonio -> Chicago,Sep,15.28,core-utilization
San Antonio -> Chicago,Oct,11.81,core-utilization
San Antonio -> Chicago,Nov,10.42,core-utilization
San Antonio -> Chicago,Dec,5.56,core-utilization
San Antonio -> Pittsburgh,Jan,6.67,core-utilization
San Antonio -> Pittsburgh,Feb,0.0,core-utilization
San Antonio -> Pittsburgh,Mar,13.33,core-utilization
San Antonio -> Pittsburgh,Apr,10.0,core-utilization
San Antonio -> Pittsburgh,May,3.33,core-utilization
San Antonio -> Pittsburgh,Jun,6.67,core-utilization
San Antonio -> Pittsburgh,Jul,3.33,core-utilization
San Antonio -> Pittsburgh,Aug,20.0,core-utilization
San Antonio -> Pittsburgh,Sep,3.33,core-utilization
San Antonio -> Pittsburgh,Oct,20.0,core-utilization
San Antonio -> Pittsburgh,Nov,10.0,core-utilization
San Antonio -> Pittsburgh,Dec,3.33,core-utilization
San Antonio -> Seattle,Jan,6.06,core-utilization
San Antonio -> Seattle,Feb,6.06,core-utilization
San Antonio -> Seattle,Mar,9.09,core-utilization
San Antonio -> Seattle,Apr,3.03,core-utilization
San Antonio -> Seattle,May,6.06,core-utilization
San Antonio -> Seattle,Jun,6.06,core-utilization
San Antonio -> Seattle,Jul,9.09,core-utilization
San Antonio -> Seattle,Aug,12.12,core-utilization
San Antonio -> Seattle,Sep,15.15,core-utilization
San Antonio -> Seattle,Oct,12.12,core-utilization
San Antonio -> Seattle,Nov,9.09,core-utilization
San Antonio -> Seattle,Dec,6.06,core-utilization
Seattle -> Atlanta,Jan,0.0,core-utilization
Seattle -> Atlanta,Feb,4.76,core-utilization
Seattle -> Atlanta,Mar,4.76,core-utilization
Seattle -> Atlanta,Apr,0.0,core-utilization
Seattle -> Atlanta,May,14.29,core-utilization
Seattle -> Atlanta,Jun,4.76,core-utilization
Seattle -> Atlanta,Jul,9.52,core-utilization
Seattle -> Atlanta,Aug,4.76,core-utilization
Seattle -> Atlanta,Sep,28.57,core-utilization
Seattle -> Atlanta,Oct,0.0,core-utilization
Seattle -> Atlanta,Nov,28.57,core-utilization
Seattle -> Atlanta,Dec,0.0,core-utilization
Seattle -> Houston,Jan,0.0,core-utilization
Seattle -> Houston,Feb,4.17,core-utilization
Seattle -> Houston,Mar,0.0,core-utilization
Seattle -> Houston,Apr,4.17,core-utilization
Seattle -> Houston,May,16.67,core-utilization
Seattle -> Houston,Jun,8.33,core-utilization
Seattle -> Houston,Jul,8.33,core-utilization
Seattle -> Houston,Aug,12.5,core-utilization
Seattle -> Houston,Sep,8.33,core-utilization
Seattle -> Houston,Oct,12.5,core-utilization
Seattle -> Houston,Nov,16.67,core-utilization
Seattle -> Houston,Dec,8.33,core-utilization
St. Louis -> Bay Area,Jan,1.69,core-utilization
St. Louis -> Bay Area,Feb,6.78,core-utilization
St. Louis -> Bay Area,Mar,10.17,core-utilization
St. Louis -> Bay Area,Apr,8.47,core-utilization
St. Louis -> Bay Area,May,8.47,core-utilization
St. Louis -> Bay Area,Jun,8.47,core-utilization
St. Louis -> Bay Area,Jul,8.47,core-utilization
St. Louis -> Bay Area,Aug,20.34,core-utilization
St. Louis -> Bay Area,Sep,10.17,core-utilization
St. Louis -> Bay Area,Oct,15.25,core-utilization
St. Louis -> Bay Area,Nov,0.0,core-utilization
St. Louis -> Bay Area,Dec,1.69,core-utilization
St. Louis -> Boston,Jan,5.33,core-utilization
St. Louis -> Boston,Feb,7.69,core-utilization
St. Louis -> Boston,Mar,5.92,core-utilization
St. Louis -> Boston,Apr,5.33,core-utilization
St. Louis -> Boston,May,7.69,core-utilization
St. Louis -> Boston,Jun,8.88,core-utilization
St. Louis -> Boston,Jul,8.28,core-utilization
St. Louis -> Boston,Aug,7.69,core-utilization
St. Louis -> Boston,Sep,13.02,core-utilization
St. Louis -> Boston,Oct,11.83,core-utilization
St. Louis -> Boston,Nov,11.24,core-utilization
St. Louis -> Boston,Dec,7.1,core-utilization
St. Louis -> Charlotte,Jan,4.55,core-utilization
St. Louis -> Charlotte,Feb,2.53,core-utilization
St. Louis -> Charlotte,Mar,3.54,core-utilization
St. Louis -> Charlotte,Apr,14.65,core-utilization
St. Louis -> Charlotte,May,8.08,core-utilization
St. Louis -> Charlotte,Jun,13.13,core-utilization
St. Louis -> Charlotte,Jul,7.07,core-utilization
St. Louis -> Charlotte,Aug,10.1,core-utilization
St. Louis -> Charlotte,Sep,14.65,core-utilization
St. Louis -> Charlotte,Oct,9.6,core-utilization
St. Louis -> Charlotte,Nov,6.06,core-utilization
St. Louis -> Charlotte,Dec,6.06,core-utilization
St. Louis -> Chicago,Jan,7.89,core-utilization
St. Louis -> Chicago,Feb,0.0,core-utilization
St. Louis -> Chicago,Mar,2.63,core-utilization
St. Louis -> Chicago,Apr,5.26,core-utilization
St. Louis -> Chicago,May,18.42,core-utilization
St. Louis -> Chicago,Jun,18.42,core-utilization
St. Louis -> Chicago,Jul,7.89,core-utilization
St. Louis -> Chicago,Aug,10.53,core-utilization
St. Louis -> Chicago,Sep,10.53,core-utilization
St. Louis -> Chicago,Oct,10.53,core-utilization
St. Louis -> Chicago,Nov,5.26,core-utilization
St. Louis -> Chicago,Dec,2.63,core-utilization
St. Louis -> Detroit,Jan,4.49,core-utilization
St. Louis -> Detroit,Feb,8.99,core-utilization
St. Louis -> Detroit,Mar,2.25,core-utilization
St. Louis -> Detroit,Apr,11.24,core-utilization
St. Louis -> Detroit,May,10.11,core-utilization
St. Louis -> Detroit,Jun,12.36,core-utilization
St. Louis -> Detroit,Jul,6.74,core-utilization
St. Louis -> Detroit,Aug,14.61,core-utilization
St. Louis -> Detroit,Sep,16.85,core-utilization
St. Louis -> Detroit,Oct,7.87,core-utilization
St. Louis -> Detroit,Nov,2.25,core-utilization
St. Louis -> Detroit,Dec,2.25,core-utilization
St. Louis -> New York City,Jan,6.23,core-utilization
St. Louis -> New York City,Feb,4.94,core-utilization
St. Louis -> New York City,Mar,7.53,core-utilization
St. Louis -> New York City,Apr,4.16,core-utilization
St. Louis -> New York City,May,7.53,core-utilization
St. Louis -> New York City,Jun,8.31,core-utilization
St. Louis -> New York City,Jul,8.31,core-utilization
St. Louis -> New York City,Aug,7.79,core-utilization
St. Louis -> New York City,Sep,15.06,core-utilization
St. Louis -> New York City,Oct,11.17,core-utilization
St. Louis -> New York City,Nov,9.35,core-utilization
St. Louis -> New York City,Dec,9.61,core-utilization
St. Louis -> Pittsburgh,Jan,3.41,core-utilization
St. Louis -> Pittsburgh,Feb,5.68,core-utilization
St. Louis -> Pittsburgh,Mar,6.82,core-utilization
St. Louis -> Pittsburgh,Apr,4.55,core-utilization
St. Louis -> Pittsburgh,May,10.23,core-utilization
St. Louis -> Pittsburgh,Jun,12.5,core-utilization
St. Louis -> Pittsburgh,Jul,9.09,core-utilization
St. Louis -> Pittsburgh,Aug,4.55,core-utilization
St. Louis -> Pittsburgh,Sep,15.91,core-utilization
St. Louis -> Pittsburgh,Oct,14.77,core-utilization
St. Louis -> Pittsburgh,Nov,10.23,core-utilization
St. Louis -> Pittsburgh,Dec,2.27,core-utilization
Atlanta -> Chicago,Jan,7.92,multi-peak-directional
Atlanta -> Chicago,Feb,5.61,multi-peak-directional
Atlanta -> Chicago,Mar,9.57,multi-peak-directional
Atlanta -> Chicago,Apr,9.9,multi-peak-directional
Atlanta -> Chicago,May,8.58,multi-peak-directional
Atlanta -> Chicago,Jun,7.59,multi-peak-directional
Atlanta -> Chicago,Jul,10.56,multi-peak-directional
Atlanta -> Chicago,Aug,6.93,multi-peak-directional
Atlanta -> Chicago,Sep,5.94,multi-peak-directional
Atlanta -> Chicago,Oct,8.91,multi-peak-directional
Atlanta -> Chicago,Nov,9.9,multi-peak-directional
Atlanta -> Chicago,Dec,8.58,multi-peak-directional
Atlanta -> DMV,Jan,6.25,multi-peak-directional
Atlanta -> DMV,Feb,7.64,multi-peak-directional
Atlanta -> DMV,Mar,6.25,multi-peak-directional
Atlanta -> DMV,Apr,9.72,multi-peak-directional
Atlanta -> DMV,May,10.42,multi-peak-directional
Atlanta -> DMV,Jun,9.72,multi-peak-directional
Atlanta -> DMV,Jul,6.94,multi-peak-directional
Atlanta -> DMV,Aug,2.78,multi-peak-directional
Atlanta -> DMV,Sep,6.94,multi-peak-directional
Atlanta -> DMV,Oct,14.58,multi-peak-directional
Atlanta -> DMV,Nov,11.81,multi-peak-directional
Atlanta -> DMV,Dec,6.94,multi-peak-directional
Atlanta -> Denver,Jan,7.35,multi-peak-directional
Atlanta -> Denver,Feb,10.78,multi-peak-directional
Atlanta -> Denver,Mar,9.8,multi-peak-directional
Atlanta -> Denver,Apr,6.86,multi-peak-directional
Atlanta -> Denver,May,6.37,multi-peak-directional
Atlanta -> Denver,Jun,9.8,multi-peak-directional
Atlanta -> Denver,Jul,10.29,multi-peak-directional
Atlanta -> Denver,Aug,9.8,multi-peak-directional
Atlanta -> Denver,Sep,8.33,multi-peak-directional
Atlanta -> Denver,Oct,6.37,multi-peak-directional
Atlanta -> Denver,Nov,5.88,multi-peak-directional
Atlanta -> Denver,Dec,8.33,multi-peak-directional
Atlanta -> Minneapolis,Jan,6.59,multi-peak-directional
Atlanta -> Minneapolis,Feb,6.59,multi-peak-directional
Atlanta -> Minneapolis,Mar,7.75,multi-peak-directional
Atlanta -> Minneapolis,Apr,10.47,multi-peak-directional
Atlanta -> Minneapolis,May,8.53,multi-peak-directional
Atlanta -> Minneapolis,Jun,9.69,multi-peak-directional
Atlanta -> Minneapolis,Jul,8.14,multi-peak-directional
Atlanta -> Minneapolis,Aug,10.08,multi-peak-directional
Atlanta -> Minneapolis,Sep,6.2,multi-peak-directional
Atlanta -> Minneapolis,Oct,12.4,multi-peak-directional
Atlanta -> Minneapolis,Nov,9.69,multi-peak-directional
Atlanta -> Minneapolis,Dec,3.88,multi-peak-directional
Atlanta -> New York City,Jan,5.2,multi-peak-directional
Atlanta -> New York City,Feb,5.2,multi-peak-directional
Atlanta -> New York City,Mar,5.5,multi-peak-directional
Atlanta -> New York City,Apr,9.48,multi-peak-directional
Atlanta -> New York City,May,7.8,multi-peak-directional
Atlanta -> New York City,Jun,6.42,multi-peak-directional
Atlanta -> New York City,Jul,7.19,multi-peak-directional
Atlanta -> New York City,Aug,4.43,multi-peak-directional
Atlanta -> New York City,Sep,11.16,multi-peak-directional
Atlanta -> New York City,Oct,13.91,multi-peak-directional
Atlanta -> New York City,Nov,12.23,multi-peak-directional
Atlanta -> New York City,Dec,11.47,multi-peak-directional
Atlanta -> North Florida,Jan,4.65,multi-peak-directional
Atlanta -> North Florida,Feb,9.3,multi-peak-directional
Atlanta -> North Florida,Mar,9.3,multi-peak-directional
Atlanta -> North Florida,Apr,6.98,multi-peak-directional
Atlanta -> North Florida,May,11.63,multi-peak-directional
Atlanta -> North Florida,Jun,11.63,multi-peak-directional
Atlanta -> North Florida,Jul,9.3,multi-peak-directional
Atlanta -> North Florida,Aug,9.3,multi-peak-directional
Atlanta -> North Florida,Sep,9.3,multi-peak-directional
Atlanta -> North Florida,Oct,2.33,multi-peak-directional
Atlanta -> North Florida,Nov,6.98,multi-peak-directional
Atlanta -> North Florida,Dec,9.3,multi-peak-directional
Atlanta -> San Antonio,Jan,4.92,multi-peak-directional
Atlanta -> San Antonio,Feb,4.55,multi-peak-directional
Atlanta -> San Antonio,Mar,9.47,multi-peak-directional
Atlanta -> San Antonio,Apr,17.42,multi-peak-directional
Atlanta -> San Antonio,May,5.3,multi-peak-directional
Atlanta -> San Antonio,Jun,6.44,multi-peak-directional
Atlanta -> San Antonio,Jul,7.2,multi-peak-directional
Atlanta -> San Antonio,Aug,9.85,multi-peak-directional
Atlanta -> San Antonio,Sep,6.06,multi-peak-directional
Atlanta -> San Antonio,Oct,10.98,multi-peak-directional
Atlanta -> San Antonio,Nov,10.98,multi-peak-directional
Atlanta -> San Antonio,Dec,6.82,multi-peak-directional
Bay Area -> Dallas,Jan,8.86,multi-peak-directional
Bay Area -> Dallas,Feb,5.91,multi-peak-directional
Bay Area -> Dallas,Mar,9.7,multi-peak-directional
Bay Area -> Dallas,Apr,6.75,multi-peak-directional
Bay Area -> Dallas,May,8.02,multi-peak-directional
Bay Area -> Dallas,Jun,8.02,multi-peak-directional
Bay Area -> Dallas,Jul,8.86,multi-peak-directional
Bay Area -> Dallas,Aug,9.28,multi-peak-directional
Bay Area -> Dallas,Sep,9.7,multi-peak-directional
Bay Area -> Dallas,Oct,10.13,multi-peak-directional
Bay Area -> Dallas,Nov,6.33,multi-peak-directional
Bay Area -> Dallas,Dec,8.44,multi-peak-directional
Bay Area -> LA Basin,Jan,5.36,multi-peak-directional
Bay Area -> LA Basin,Feb,5.36,multi-peak-directional
Bay Area -> LA Basin,Mar,7.14,multi-peak-directional
Bay Area -> LA Basin,Apr,8.93,multi-peak-directional
Bay Area -> LA Basin,May,8.93,multi-peak-directional
Bay Area -> LA Basin,Jun,3.57,multi-peak-directional
Bay Area -> LA Basin,Jul,7.14,multi-peak-directional
Bay Area -> LA Basin,Aug,12.5,multi-peak-directional
Bay Area -> LA Basin,Sep,12.5,multi-peak-directional
Bay Area -> LA Basin,Oct,10.71,multi-peak-directional
Bay Area -> LA Basin,Nov,8.93,multi-peak-directional
Bay Area -> LA Basin,Dec,8.93,multi-peak-directional
Bay Area -> Phoenix Valley,Jan,6.4,multi-peak-directional
Bay Area -> Phoenix Valley,Feb,8.62,multi-peak-directional
Bay Area -> Phoenix Valley,Mar,10.84,multi-peak-directional
Bay Area -> Phoenix Valley,Apr,10.84,multi-peak-directional
Bay Area -> Phoenix Valley,May,11.08,multi-peak-directional
Bay Area -> Phoenix Valley,Jun,5.67,multi-peak-directional
Bay Area -> Phoenix Valley,Jul,7.39,multi-peak-directional
Bay Area -> Phoenix Valley,Aug,7.14,multi-peak-directional
Bay Area -> Phoenix Valley,Sep,5.42,multi-peak-directional
Bay Area -> Phoenix Valley,Oct,12.56,multi-peak-directional
Bay Area -> Phoenix Valley,Nov,8.13,multi-peak-directional
Bay Area -> Phoenix Valley,Dec,5.91,multi-peak-directional
Bay Area -> San Antonio,Jan,11.54,multi-peak-directional
Bay Area -> San Antonio,Feb,6.73,multi-peak-directional
Bay Area -> San Antonio,Mar,7.69,multi-peak-directional
Bay Area -> San Antonio,Apr,8.65,multi-peak-directional
Bay Area -> San Antonio,May,10.58,multi-peak-directional
Bay Area -> San Antonio,Jun,7.69,multi-peak-directional
Bay Area -> San Antonio,Jul,9.62,multi-peak-directional
Bay Area -> San Antonio,Aug,8.65,multi-peak-directional
Bay Area -> San Antonio,Sep,7.69,multi-peak-directional
Bay Area -> San Antonio,Oct,7.69,multi-peak-directional
Bay Area -> San Antonio,Nov,5.77,multi-peak-directional
Bay Area -> San Antonio,Dec,7.69,multi-peak-directional
Bay Area -> Seattle,Jan,7.35,multi-peak-directional
Bay Area -> Seattle,Feb,4.01,multi-peak-directional
Bay Area -> Seattle,Mar,7.18,multi-peak-directional
Bay Area -> Seattle,Apr,7.68,multi-peak-directional
Bay Area -> Seattle,May,7.68,multi-peak-directional
Bay Area -> Seattle,Jun,7.01,multi-peak-directional
Bay Area -> Seattle,Jul,11.69,multi-peak-directional
Bay Area -> Seattle,Aug,11.85,multi-peak-directional
Bay Area -> Seattle,Sep,9.68,multi-peak-directional
