corridor,month,density_pct,cluster_label,slab,intensity
Phoenix Valley -> Nashville,Oct,11.95,multi-peak-directional,9%-12%,3
Phoenix Valley -> Nashville,Sep,9.56,multi-peak-directional,9%-12%,3
Phoenix Valley -> New York City,Apr,9.24,multi-peak-directional,9%-12%,3
Phoenix Valley -> New York City,Aug,5.37,multi-peak-directional,4%-6%,1
Phoenix Valley -> New York City,Dec,9.67,multi-peak-directional,9%-12%,3
Phoenix Valley -> New York City,Feb,7.84,multi-peak-directional,6%-9%,2
Phoenix Valley -> New York City,Jan,5.8,multi-peak-directional,4%-6%,1
Phoenix Valley -> New York City,Jul,4.51,multi-peak-directional,4%-6%,1
Phoenix Valley -> New York City,Jun,6.55,multi-peak-directional,6%-9%,2
Phoenix Valley -> New York City,Mar,11.39,multi-peak-directional,9%-12%,3
Phoenix Valley -> New York City,May,11.71,multi-peak-directional,9%-12%,3
Phoenix Valley -> New York City,Nov,11.92,multi-peak-directional,9%-12%,3
Phoenix Valley -> New York City,Oct,7.41,multi-peak-directional,6%-9%,2
Phoenix Valley -> New York City,Sep,8.59,multi-peak-directional,6%-9%,2
Phoenix Valley -> Philadelphia,Apr,15.72,multi-peak-directional,> 15%,5
Phoenix Valley -> Philadelphia,Aug,5.66,multi-peak-directional,4%-6%,1
Phoenix Valley -> Philadelphia,Dec,7.55,multi-peak-directional,6%-9%,2
Phoenix Valley -> Philadelphia,Feb,7.55,multi-peak-directional,6%-9%,2
Phoenix Valley -> Philadelphia,Jan,8.81,multi-peak-directional,6%-9%,2
Phoenix Valley -> Philadelphia,Jul,2.52,multi-peak-directional,< 4%,0
Phoenix Valley -> Philadelphia,Jun,8.18,multi-peak-directional,6%-9%,2
Phoenix Valley -> Philadelphia,Mar,9.43,multi-peak-directional,9%-12%,3
Phoenix Valley -> Philadelphia,May,10.06,multi-peak-directional,9%-12%,3
Phoenix Valley -> Philadelphia,Nov,7.55,multi-peak-directional,6%-9%,2
Phoenix Valley -> Philadelphia,Oct,9.43,multi-peak-directional,9%-12%,3
Phoenix Valley -> Philadelphia,Sep,7.55,multi-peak-directional,6%-9%,2
Phoenix Valley -> St. Louis,Apr,3.53,multi-peak-directional,< 4%,0
Phoenix Valley -> St. Louis,Aug,11.76,multi-peak-directional,9%-12%,3
Phoenix Valley -> St. Louis,Dec,8.24,multi-peak-directional,6%-9%,2
Phoenix Valley -> St. Louis,Feb,3.53,multi-peak-directional,< 4%,0
Phoenix Valley -> St. Louis,Jan,8.24,multi-peak-directional,6%-9%,2
Phoenix Valley -> St. Louis,Jul,5.88,multi-peak-directional,4%-6%,1
Phoenix Valley -> St. Louis,Jun,8.24,multi-peak-directional,6%-9%,2
Phoenix Valley -> St. Louis,Mar,9.41,multi-peak-directional,9%-12%,3
Phoenix Valley -> St. Louis,May,7.06,multi-peak-directional,6%-9%,2
Phoenix Valley -> St. Louis,Nov,10.59,multi-peak-directional,9%-12%,3
Phoenix Valley -> St. Louis,Oct,14.12,multi-peak-directional,12%-15%,4
Phoenix Valley -> St. Louis,Sep,9.41,multi-peak-directional,9%-12%,3
Pittsburgh -> Houston,Apr,8.6,multi-peak-directional,6%-9%,2
Pittsburgh -> Houston,Aug,5.38,multi-peak-directional,4%-6%,1
Pittsburgh -> Houston,Dec,10.22,multi-peak-directional,9%-12%,3
Pittsburgh -> Houston,Feb,6.99,multi-peak-directional,6%-9%,2
Pittsburgh -> Houston,Jan,5.38,multi-peak-directional,4%-6%,1
Pittsburgh -> Houston,Jul,8.6,multi-peak-directional,6%-9%,2
Pittsburgh -> Houston,Jun,7.53,multi-peak-directional,6%-9%,2
Pittsburgh -> Houston,Mar,6.45,multi-peak-directional,6%-9%,2
Pittsburgh -> Houston,May,8.6,multi-peak-directional,6%-9%,2
Pittsburgh -> Houston,Nov,12.37,multi-peak-directional,12%-15%,4
Pittsburgh -> Houston,Oct,5.91,multi-peak-directional,4%-6%,1
Pittsburgh -> Houston,Sep,13.98,multi-peak-directional,12%-15%,4
Pittsburgh -> LA Basin,Apr,10.26,multi-peak-directional,9%-12%,3
Pittsburgh -> LA Basin,Aug,8.28,multi-peak-directional,6%-9%,2
Pittsburgh -> LA Basin,Dec,8.28,multi-peak-directional,6%-9%,2
Pittsburgh -> LA Basin,Feb,5.46,multi-peak-directional,4%-6%,1
Pittsburgh -> LA Basin,Jan,6.79,multi-peak-directional,6%-9%,2
Pittsburgh -> LA Basin,Jul,7.12,multi-peak-directional,6%-9%,2
Pittsburgh -> LA Basin,Jun,8.61,multi-peak-directional,6%-9%,2
Pittsburgh -> LA Basin,Mar,8.11,multi-peak-directional,6%-9%,2
Pittsburgh -> LA Basin,May,8.77,multi-peak-directional,6%-9%,2
Pittsburgh -> LA Basin,Nov,8.28,multi-peak-directional,6%-9%,2
Pittsburgh -> LA Basin,Oct,11.42,multi-peak-directional,9%-12%,3
Pittsburgh -> LA Basin,Sep,8.61,multi-peak-directional,6%-9%,2
Pittsburgh -> San Antonio,Apr,12.02,multi-peak-directional,12%-15%,4
Pittsburgh -> San Antonio,Aug,3.83,multi-peak-directional,< 4%,0
Pittsburgh -> San Antonio,Dec,8.2,multi-peak-directional,6%-9%,2
Pittsburgh -> San Antonio,Feb,7.65,multi-peak-directional,6%-9%,2
Pittsburgh -> San Antonio,Jan,8.74,multi-peak-directional,6%-9%,2
Pittsburgh -> San Antonio,Jul,5.46,multi-peak-directional,4%-6%,1
Pittsburgh -> San Antonio,Jun,6.01,multi-peak-directional,6%-9%,2
Pittsburgh -> San Antonio,Mar,8.74,multi-peak-directional,6%-9%,2
Pittsburgh -> San Antonio,May,7.65,multi-peak-directional,6%-9%,2
Pittsburgh -> San Antonio,Nov,9.29,multi-peak-directional,9%-12%,3
Pittsburgh -> San Antonio,Oct,14.75,multi-peak-directional,12%-15%,4
Pittsburgh -> San Antonio,Sep,7.65,multi-peak-directional,6%-9%,2
San Antonio -> Bay Area,Apr,8.65,multi-peak-directional,6%-9%,2
San Antonio -> Bay Area,Aug,8.04,multi-peak-directional,6%-9%,2
San Antonio -> Bay Area,Dec,7.43,multi-peak-directional,6%-9%,2
San Antonio -> Bay Area,Feb,4.75,multi-peak-directional,4%-6%,1
San Antonio -> Bay Area,Jan,6.7,multi-peak-directional,6%-9%,2
San Antonio -> Bay Area,Jul,8.53,multi-peak-directional,6%-9%,2
San Antonio -> Bay Area,Jun,8.77,multi-peak-directional,6%-9%,2
San Antonio -> Bay Area,Mar,9.62,multi-peak-directional,9%-12%,3
San Antonio -> Bay Area,May,7.55,multi-peak-directional,6%-9%,2
San Antonio -> Bay Area,Nov,9.14,multi-peak-directional,9%-12%,3
San Antonio -> Bay Area,Oct,13.03,multi-peak-directional,12%-15%,4
San Antonio -> Bay Area,Sep,7.8,multi-peak-directional,6%-9%,2
San Antonio -> Chicago,Apr,6.0,multi-peak-directional,6%-9%,2
San Antonio -> Chicago,Aug,4.0,multi-peak-directional,4%-6%,1
San Antonio -> Chicago,Dec,24.0,multi-peak-directional,> 15%,5
San Antonio -> Chicago,Feb,4.0,multi-peak-directional,4%-6%,1
San Antonio -> Chicago,Jan,2.0,multi-peak-directional,< 4%,0
San Antonio -> Chicago,Jul,12.0,multi-peak-directional,12%-15%,4
San Antonio -> Chicago,Jun,12.0,multi-peak-directional,12%-15%,4
San Antonio -> Chicago,Mar,0.0,multi-peak-directional,< 4%,0
San Antonio -> Chicago,May,14.0,multi-peak-directional,12%-15%,4
San Antonio -> Chicago,Nov,8.0,multi-peak-directional,6%-9%,2
San Antonio -> Chicago,Oct,10.0,multi-peak-directional,9%-12%,3
San Antonio -> Chicago,Sep,4.0,multi-peak-directional,4%-6%,1
San Antonio -> DMV,Apr,12.01,multi-peak-directional,12%-15%,4
San Antonio -> DMV,Aug,6.17,multi-peak-directional,6%-9%,2
San Antonio -> DMV,Dec,4.55,multi-peak-directional,4%-6%,1
San Antonio -> DMV,Feb,7.79,multi-peak-directional,6%-9%,2
San Antonio -> DMV,Jan,4.87,multi-peak-directional,4%-6%,1
San Antonio -> DMV,Jul,4.55,multi-peak-directional,4%-6%,1
San Antonio -> DMV,Jun,7.14,multi-peak-directional,6%-9%,2
San Antonio -> DMV,Mar,8.44,multi-peak-directional,6%-9%,2
San Antonio -> DMV,May,8.77,multi-peak-directional,6%-9%,2
San Antonio -> DMV,Nov,11.04,multi-peak-directional,9%-12%,3
San Antonio -> DMV,Oct,12.66,multi-peak-directional,12%-15%,4
San Antonio -> DMV,Sep,12.01,multi-peak-directional,12%-15%,4
San Antonio -> LA Basin,Apr,9.83,multi-peak-directional,9%-12%,3
San Antonio -> LA Basin,Aug,4.48,multi-peak-directional,4%-6%,1
San Antonio -> LA Basin,Dec,9.03,multi-peak-directional,9%-12%,3
San Antonio -> LA Basin,Feb,8.31,multi-peak-directional,6%-9%,2
San Antonio -> LA Basin,Jan,6.79,multi-peak-directional,6%-9%,2
San Antonio -> LA Basin,Jul,5.35,multi-peak-directional,4%-6%,1
San Antonio -> LA Basin,Jun,6.14,multi-peak-directional,6%-9%,2
San Antonio -> LA Basin,Mar,11.34,multi-peak-directional,9%-12%,3
San Antonio -> LA Basin,May,8.6,multi-peak-directional,6%-9%,2
San Antonio -> LA Basin,Nov,9.83,multi-peak-directional,9%-12%,3
San Antonio -> LA Basin,Oct,10.62,multi-peak-directional,9%-12%,3
San Antonio -> LA Basin,Sep,9.68,multi-peak-directional,9%-12%,3
San Antonio -> New York City,Apr,9.32,multi-peak-directional,9%-12%,3
San Antonio -> New York City,Aug,5.89,multi-peak-directional,4%-6%,1
San Antonio -> New York City,Dec,8.79,multi-peak-directional,6%-9%,2
San Antonio -> New York City,Feb,5.04,multi-peak-directional,4%-6%,1
San Antonio -> New York City,Jan,7.07,multi-peak-directional,6%-9%,2
San Antonio -> New York City,Jul,4.82,multi-peak-directional,4%-6%,1
San Antonio -> New York City,Jun,9.32,multi-peak-directional,9%-12%,3
San Antonio -> New York City,Mar,6.65,multi-peak-directional,6%-9%,2
San Antonio -> New York City,May,9.43,multi-peak-directional,9%-12%,3
San Antonio -> New York City,Nov,10.93,multi-peak-directional,9%-12%,3
San Antonio -> New York City,Oct,13.61,multi-peak-directional,12%-15%,4
San Antonio -> New York City,Sep,9.11,multi-peak-directional,9%-12%,3
San Antonio -> Philadelphia,Apr,6.15,multi-peak-directional,6%-9%,2
San Antonio -> Philadelphia,Aug,5.64,multi-peak-directional,4%-6%,1
San Antonio -> Philadelphia,Dec,5.13,multi-peak-directional,4%-6%,1
San Antonio -> Philadelphia,Feb,10.26,multi-peak-directional,9%-12%,3
San Antonio -> Philadelphia,Jan,3.59,multi-peak-directional,< 4%,0
San Antonio -> Philadelphia,Jul,5.64,multi-peak-directional,4%-6%,1
San Antonio -> Philadelphia,Jun,7.18,multi-peak-directional,6%-9%,2
San Antonio -> Philadelphia,Mar,7.69,multi-peak-directional,6%-9%,2
San Antonio -> Philadelphia,May,13.33,multi-peak-directional,12%-15%,4
San Antonio -> Philadelphia,Nov,11.79,multi-peak-directional,9%-12%,3
San Antonio -> Philadelphia,Oct,14.87,multi-peak-directional,12%-15%,4
San Antonio -> Philadelphia,Sep,8.72,multi-peak-directional,6%-9%,2
San Antonio -> Seattle,Apr,8.44,multi-peak-directional,6%-9%,2
San Antonio -> Seattle,Aug,10.39,multi-peak-directional,9%-12%,3
San Antonio -> Seattle,Dec,6.82,multi-peak-directional,6%-9%,2
San Antonio -> Seattle,Feb,6.17,multi-peak-directional,6%-9%,2
San Antonio -> Seattle,Jan,5.19,multi-peak-directional,4%-6%,1
San Antonio -> Seattle,Jul,9.09,multi-peak-directional,9%-12%,3
San Antonio -> Seattle,Jun,10.39,multi-peak-directional,9%-12%,3
San Antonio -> Seattle,Mar,10.06,multi-peak-directional,9%-12%,3
San Antonio -> Seattle,May,9.74,multi-peak-directional,9%-12%,3
San Antonio -> Seattle,Nov,7.47,multi-peak-directional,6%-9%,2
San Antonio -> Seattle,Oct,9.09,multi-peak-directional,9%-12%,3
San Antonio -> Seattle,Sep,7.14,multi-peak-directional,6%-9%,2
Seattle -> DMV,Apr,8.13,multi-peak-directional,6%-9%,2
Seattle -> DMV,Aug,8.13,multi-peak-directional,6%-9%,2
Seattle -> DMV,Dec,5.69,multi-peak-directional,4%-6%,1
Seattle -> DMV,Feb,6.23,multi-peak-directional,6%-9%,2
Seattle -> DMV,Jan,7.86,multi-peak-directional,6%-9%,2
Seattle -> DMV,Jul,10.03,multi-peak-directional,9%-12%,3
Seattle -> DMV,Jun,10.03,multi-peak-directional,9%-12%,3
Seattle -> DMV,Mar,7.05,multi-peak-directional,6%-9%,2
Seattle -> DMV,May,9.76,multi-peak-directional,9%-12%,3
Seattle -> DMV,Nov,6.78,multi-peak-directional,6%-9%,2
Seattle -> DMV,Oct,8.13,multi-peak-directional,6%-9%,2
Seattle -> DMV,Sep,12.2,multi-peak-directional,12%-15%,4
Seattle -> Houston,Apr,7.33,multi-peak-directional,6%-9%,2
Seattle -> Houston,Aug,8.56,multi-peak-directional,6%-9%,2
Seattle -> Houston,Dec,8.31,multi-peak-directional,6%-9%,2
Seattle -> Houston,Feb,6.6,multi-peak-directional,6%-9%,2
Seattle -> Houston,Jan,11.0,multi-peak-directional,9%-12%,3
Seattle -> Houston,Jul,10.02,multi-peak-directional,9%-12%,3
Seattle -> Houston,Jun,7.09,multi-peak-directional,6%-9%,2
Seattle -> Houston,Mar,7.33,multi-peak-directional,6%-9%,2
Seattle -> Houston,May,7.82,multi-peak-directional,6%-9%,2
Seattle -> Houston,Nov,7.33,multi-peak-directional,6%-9%,2
Seattle -> Houston,Oct,8.56,multi-peak-directional,6%-9%,2
Seattle -> Houston,Sep,10.02,multi-peak-directional,9%-12%,3
Seattle -> North Florida,Apr,7.66,multi-peak-directional,6%-9%,2
Seattle -> North Florida,Aug,9.36,multi-peak-directional,9%-12%,3
Seattle -> North Florida,Dec,7.23,multi-peak-directional,6%-9%,2
Seattle -> North Florida,Feb,8.51,multi-peak-directional,6%-9%,2
Seattle -> North Florida,Jan,7.66,multi-peak-directional,6%-9%,2
Seattle -> North Florida,Jul,9.79,multi-peak-directional,9%-12%,3
Seattle -> North Florida,Jun,5.96,multi-peak-directional,4%-6%,1
Seattle -> North Florida,Mar,10.64,multi-peak-directional,9%-12%,3
Seattle -> North Florida,May,7.23,multi-peak-directional,6%-9%,2
Seattle -> North Florida,Nov,9.36,multi-peak-directional,9%-12%,3
Seattle -> North Florida,Oct,6.81,multi-peak-directional,6%-9%,2
Seattle -> North Florida,Sep,9.79,multi-peak-directional,9%-12%,3
Seattle -> San Antonio,Apr,8.06,multi-peak-directional,6%-9%,2
Seattle -> San Antonio,Aug,9.52,multi-peak-directional,9%-12%,3
Seattle -> San Antonio,Dec,8.42,multi-peak-directional,6%-9%,2
Seattle -> San Antonio,Feb,5.86,multi-peak-directional,4%-6%,1
Seattle -> San Antonio,Jan,4.76,multi-peak-directional,4%-6%,1
Seattle -> San Antonio,Jul,9.52,multi-peak-directional,9%-12%,3
Seattle -> San Antonio,Jun,9.16,multi-peak-directional,9%-12%,3
Seattle -> San Antonio,Mar,11.72,multi-peak-directional,9%-12%,3
Seattle -> San Antonio,May,8.42,multi-peak-directional,6%-9%,2
Seattle -> San Antonio,Nov,7.69,multi-peak-directional,6%-9%,2
Seattle -> San Antonio,Oct,7.69,multi-peak-directional,6%-9%,2
Seattle -> San Antonio,Sep,9.16,multi-peak-directional,9%-12%,3
Seattle -> South Florida,Apr,9.54,multi-peak-directional,9%-12%,3
Seattle -> South Florida,Aug,6.27,multi-peak-directional,6%-9%,2
Seattle -> South Florida,Dec,8.45,multi-peak-directional,6%-9%,2
Seattle -> South Florida,Feb,7.9,multi-peak-directional,6%-9%,2
Seattle -> South Florida,Jan,11.17,multi-peak-directional,9%-12%,3
Seattle -> South Florida,Jul,4.36,multi-peak-directional,4%-6%,1
Seattle -> South Florida,Jun,7.63,multi-peak-directional,6%-9%,2
Seattle -> South Florida,Mar,12.53,multi-peak-directional,12%-15%,4
Seattle -> South Florida,May,5.18,multi-peak-directional,4%-6%,1
Seattle -> South Florida,Nov,7.63,multi-peak-directional,6%-9%,2
Seattle -> South Florida,Oct,13.35,multi-peak-directional,12%-15%,4
Seattle -> South Florida,Sep,5.99,multi-peak-directional,4%-6%,1
South Florida -> Boston,Apr,10.52,multi-peak-directional,9%-12%,3
South Florida -> Boston,Aug,5.4,multi-peak-directional,4%-6%,1
South Florida -> Boston,Dec,11.54,multi-peak-directional,9%-12%,3
South Florida -> Boston,Feb,9.33,multi-peak-directional,9%-12%,3
South Florida -> Boston,Jan,7.1,multi-peak-directional,6%-9%,2
South Florida -> Boston,Jul,6.77,multi-peak-directional,6%-9%,2
South Florida -> Boston,Jun,8.4,multi-peak-directional,6%-9%,2
South Florida -> Boston,Mar,10.16,multi-peak-directional,9%-12%,3
South Florida -> Boston,May,11.78,multi-peak-directional,9%-12%,3
South Florida -> Boston,Nov,7.93,multi-peak-directional,6%-9%,2
South Florida -> Boston,Oct,6.75,multi-peak-directional,6%-9%,2
South Florida -> Boston,Sep,4.32,multi-peak-directional,4%-6%,1
South Florida -> Seattle,Apr,8.76,multi-peak-directional,6%-9%,2
South Florida -> Seattle,Aug,5.93,multi-peak-directional,4%-6%,1
South Florida -> Seattle,Dec,5.65,multi-peak-directional,4%-6%,1
South Florida -> Seattle,Feb,7.06,multi-peak-directional,6%-9%,2
South Florida -> Seattle,Jan,9.04,multi-peak-directional,9%-12%,3
South Florida -> Seattle,Jul,10.17,multi-peak-directional,9%-12%,3
South Florida -> Seattle,Jun,13.56,multi-peak-directional,12%-15%,4
South Florida -> Seattle,Mar,11.3,multi-peak-directional,9%-12%,3
South Florida -> Seattle,May,11.02,multi-peak-directional,9%-12%,3
South Florida -> Seattle,Nov,6.78,multi-peak-directional,6%-9%,2
South Florida -> Seattle,Oct,5.37,multi-peak-directional,4%-6%,1
South Florida -> Seattle,Sep,5.37,multi-peak-directional,4%-6%,1
St. Louis -> Bay Area,Apr,8.81,multi-peak-directional,6%-9%,2
St. Louis -> Bay Area,Aug,10.06,multi-peak-directional,9%-12%,3
St. Louis -> Bay Area,Dec,6.33,multi-peak-directional,6%-9%,2
St. Louis -> Bay Area,Feb,6.55,multi-peak-directional,6%-9%,2
St. Louis -> Bay Area,Jan,7.46,multi-peak-directional,6%-9%,2
St. Louis -> Bay Area,Jul,7.68,multi-peak-directional,6%-9%,2
St. Louis -> Bay Area,Jun,8.47,multi-peak-directional,6%-9%,2
St. Louis -> Bay Area,Mar,5.76,multi-peak-directional,4%-6%,1
St. Louis -> Bay Area,May,10.17,multi-peak-directional,9%-12%,3
St. Louis -> Bay Area,Nov,8.14,multi-peak-directional,6%-9%,2
St. Louis -> Bay Area,Oct,9.49,multi-peak-directional,9%-12%,3
St. Louis -> Bay Area,Sep,11.07,multi-peak-directional,9%-12%,3
St. Louis -> LA Basin,Apr,9.05,multi-peak-directional,9%-12%,3
St. Louis -> LA Basin,Aug,8.33,multi-peak-directional,6%-9%,2
St. Louis -> LA Basin,Dec,9.14,multi-peak-directional,9%-12%,3
St. Louis -> LA Basin,Feb,8.97,multi-peak-directional,6%-9%,2
St. Louis -> LA Basin,Jan,7.84,multi-peak-directional,6%-9%,2
St. Louis -> LA Basin,Jul,6.39,multi-peak-directional,6%-9%,2
St. Louis -> LA Basin,Jun,7.68,multi-peak-directional,6%-9%,2
St. Louis -> LA Basin,Mar,6.79,multi-peak-directional,6%-9%,2
St. Louis -> LA Basin,May,8.65,multi-peak-directional,6%-9%,2
St. Louis -> LA Basin,Nov,8.0,multi-peak-directional,6%-9%,2
St. Louis -> LA Basin,Oct,11.32,multi-peak-directional,9%-12%,3
St. Louis -> LA Basin,Sep,7.84,multi-peak-directional,6%-9%,2
St. Louis -> Seattle,Apr,6.7,multi-peak-directional,6%-9%,2
St. Louis -> Seattle,Aug,9.28,multi-peak-directional,9%-12%,3
St. Louis -> Seattle,Dec,7.47,multi-peak-directional,6%-9%,2
St. Louis -> Seattle,Feb,7.22,multi-peak-directional,6%-9%,2
St. Louis -> Seattle,Jan,8.25,multi-peak-directional,6%-9%,2
St. Louis -> Seattle,Jul,11.86,multi-peak-directional,9%-12%,3
St. Louis -> Seattle,Jun,8.51,multi-peak-directional,6%-9%,2
St. Louis -> Seattle,Mar,6.96,multi-peak-directional,6%-9%,2
St. Louis -> Seattle,May,8.51,multi-peak-directional,6%-9%,2
St. Louis -> Seattle,Nov,6.44,multi-peak-directional,6%-9%,2
St. Louis -> Seattle,Oct,11.08,multi-peak-directional,9%-12%,3
St. Louis -> Seattle,Sep,7.73,multi-peak-directional,6%-9%,2
Atlanta -> Boston,Apr,8.82,summer-peak,6%-9%,2
Atlanta -> Boston,Aug,11.76,summer-peak,9%-12%,3
Atlanta -> Boston,Dec,2.94,summer-peak,< 4%,0
Atlanta -> Boston,Feb,2.94,summer-peak,< 4%,0
Atlanta -> Boston,Jan,0.0,summer-peak,< 4%,0
Atlanta -> Boston,Jul,20.59,summer-peak,> 15%,5
Atlanta -> Boston,Jun,5.88,summer-peak,4%-6%,1
Atlanta -> Boston,Mar,11.76,summer-peak,9%-12%,3
Atlanta -> Boston,May,2.94,summer-peak,< 4%,0
Atlanta -> Boston,Nov,5.88,summer-peak,4%-6%,1
Atlanta -> Boston,Oct,17.65,summer-peak,> 15%,5
Atlanta -> Boston,Sep,8.82,summer-peak,6%-9%,2
Atlanta -> New York City,Apr,15.79,summer-peak,> 15%,5
Atlanta -> New York City,Aug,10.53,summer-peak,9%-12%,3
Atlanta -> New York City,Dec,10.53,summer-peak,9%-12%,3
Atlanta -> New York City,Feb,0.0,summer-peak,< 4%,0
Atlanta -> New York City,Jan,0.0,summer-peak,< 4%,0
Atlanta -> New York City,Jul,2.63,summer-peak,< 4%,0
Atlanta -> New York City,Jun,13.16,summer-peak,12%-15%,4
Atlanta -> New York City,Mar,0.0,summer-peak,< 4%,0
Atlanta -> New York City,May,18.42,summer-peak,> 15%,5
Atlanta -> New York City,Nov,2.63,summer-peak,< 4%,0
Atlanta -> New York City,Oct,15.79,summer-peak,> 15%,5
Atlanta -> New York City,Sep,10.53,summer-peak,9%-12%,3
Bay Area -> Boston,Apr,5.76,summer-peak,4%-6%,1
Bay Area -> Boston,Aug,11.78,summer-peak,9%-12%,3
Bay Area -> Boston,Dec,5.1,summer-peak,4%-6%,1
Bay Area -> Boston,Feb,3.14,summer-peak,< 4%,0
Bay Area -> Boston,Jan,5.1,summer-peak,4%-6%,1
Bay Area -> Boston,Jul,11.26,summer-peak,9%-12%,3
Bay Area -> Boston,Jun,13.48,summer-peak,12%-15%,4
Bay Area -> Boston,Mar,5.89,summer-peak,4%-6%,1
Bay Area -> Boston,May,11.52,summer-peak,9%-12%,3
Bay Area -> Boston,Nov,6.68,summer-peak,6%-9%,2
Bay Area -> Boston,Oct,11.26,summer-peak,9%-12%,3
Bay Area -> Boston,Sep,9.03,summer-peak,9%-12%,3
Bay Area -> Charlotte,Apr,9.33,summer-peak,9%-12%,3
Bay Area -> Charlotte,Aug,10.36,summer-peak,9%-12%,3
Bay Area -> Charlotte,Dec,5.44,summer-peak,4%-6%,1
Bay Area -> Charlotte,Feb,5.18,summer-peak,4%-6%,1
Bay Area -> Charlotte,Jan,4.15,summer-peak,4%-6%,1
Bay Area -> Charlotte,Jul,8.03,summer-peak,6%-9%,2
Bay Area -> Charlotte,Jun,10.62,summer-peak,9%-12%,3
Bay Area -> Charlotte,Mar,6.99,summer-peak,6%-9%,2
Bay Area -> Charlotte,May,7.25,summer-peak,6%-9%,2
Bay Area -> Charlotte,Nov,9.33,summer-peak,9%-12%,3
Bay Area -> Charlotte,Oct,13.47,summer-peak,12%-15%,4
Bay Area -> Charlotte,Sep,9.84,summer-peak,9%-12%,3
Bay Area -> Chicago,Apr,7.31,summer-peak,6%-9%,2
Bay Area -> Chicago,Aug,10.66,summer-peak,9%-12%,3
Bay Area -> Chicago,Dec,6.26,summer-peak,6%-9%,2
Bay Area -> Chicago,Feb,5.67,summer-peak,4%-6%,1
Bay Area -> Chicago,Jan,4.4,summer-peak,4%-6%,1
Bay Area -> Chicago,Jul,8.65,summer-peak,6%-9%,2
Bay Area -> Chicago,Jun,9.25,summer-peak,9%-12%,3
Bay Area -> Chicago,Mar,5.82,summer-peak,4%-6%,1
Bay Area -> Chicago,May,10.29,summer-peak,9%-12%,3
Bay Area -> Chicago,Nov,8.87,summer-peak,6%-9%,2
Bay Area -> Chicago,Oct,11.71,summer-peak,9%-12%,3
Bay Area -> Chicago,Sep,11.11,summer-peak,9%-12%,3
Bay Area -> Detroit,Apr,7.54,summer-peak,6%-9%,2
Bay Area -> Detroit,Aug,10.59,summer-peak,9%-12%,3
Bay Area -> Detroit,Dec,5.91,summer-peak,4%-6%,1
Bay Area -> Detroit,Feb,4.07,summer-peak,4%-6%,1
Bay Area -> Detroit,Jan,7.33,summer-peak,6%-9%,2
Bay Area -> Detroit,Jul,11.2,summer-peak,9%-12%,3
Bay Area -> Detroit,Jun,11.0,summer-peak,9%-12%,3
Bay Area -> Detroit,Mar,5.5,summer-peak,4%-6%,1
Bay Area -> Detroit,May,10.18,summer-peak,9%-12%,3
Bay Area -> Detroit,Nov,8.55,summer-peak,6%-9%,2
Bay Area -> Detroit,Oct,8.55,summer-peak,6%-9%,2
Bay Area -> Detroit,Sep,9.57,summer-peak,9%-12%,3
Bay Area -> Minneapolis,Apr,7.91,summer-peak,6%-9%,2
Bay Area -> Minneapolis,Aug,11.95,summer-peak,9%-12%,3
Bay Area -> Minneapolis,Dec,7.91,summer-peak,6%-9%,2
Bay Area -> Minneapolis,Feb,3.7,summer-peak,< 4%,0
Bay Area -> Minneapolis,Jan,6.4,summer-peak,6%-9%,2
Bay Area -> Minneapolis,Jul,11.28,summer-peak,9%-12%,3
Bay Area -> Minneapolis,Jun,9.76,summer-peak,9%-12%,3
Bay Area -> Minneapolis,Mar,3.54,summer-peak,< 4%,0
Bay Area -> Minneapolis,May,10.61,summer-peak,9%-12%,3
Bay Area -> Minneapolis,Nov,9.43,summer-peak,9%-12%,3
Bay Area -> Minneapolis,Oct,8.59,summer-peak,6%-9%,2
Bay Area -> Minneapolis,Sep,8.92,summer-peak,6%-9%,2
Bay Area -> Pittsburgh,Apr,8.16,summer-peak,6%-9%,2
Bay Area -> Pittsburgh,Aug,10.88,summer-peak,9%-12%,3
Bay Area -> Pittsburgh,Dec,5.14,summer-peak,4%-6%,1
Bay Area -> Pittsburgh,Feb,3.93,summer-peak,< 4%,0
Bay Area -> Pittsburgh,Jan,5.74,summer-peak,4%-6%,1
Bay Area -> Pittsburgh,Jul,9.06,summer-peak,9%-12%,3
Bay Area -> Pittsburgh,Jun,10.88,summer-peak,9%-12%,3
Bay Area -> Pittsburgh,Mar,9.06,summer-peak,9%-12%,3
Bay Area -> Pittsburgh,May,8.46,summer-peak,6%-9%,2
Bay Area -> Pittsburgh,Nov,10.57,summer-peak,9%-12%,3
Bay Area -> Pittsburgh,Oct,8.46,summer-peak,6%-9%,2
Bay Area -> Pittsburgh,Sep,9.67,summer-peak,9%-12%,3
Boston -> Bay Area,Apr,6.41,summer-peak,6%-9%,2
Boston -> Bay Area,Aug,13.12,summer-peak,12%-15%,4
Boston -> Bay Area,Dec,4.69,summer-peak,4%-6%,1
Boston -> Bay Area,Feb,3.44,summer-peak,< 4%,0
Boston -> Bay Area,Jan,5.16,summer-peak,4%-6%,1
Boston -> Bay Area,Jul,10.94,summer-peak,9%-12%,3
Boston -> Bay Area,Jun,8.75,summer-peak,6%-9%,2
Boston -> Bay Area,Mar,5.0,summer-peak,4%-6%,1
Boston -> Bay Area,May,9.84,summer-peak,9%-12%,3
