corridor,month,seasonality_index,cluster_label,slab,intensity
Philadelphia -> Chicago,Feb,0.51,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> Chicago,Mar,0.97,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Chicago,Apr,1.02,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Chicago,May,0.88,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Chicago,Jun,1.34,multi-peak-directional,1.3x-1.6x,4
Philadelphia -> Chicago,Jul,0.69,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> Chicago,Aug,1.16,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Chicago,Sep,1.3,multi-peak-directional,1.3x-1.6x,4
Philadelphia -> Chicago,Oct,1.02,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Chicago,Nov,1.3,multi-peak-directional,1.3x-1.6x,4
Philadelphia -> Chicago,Dec,1.11,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Dallas,Jan,0.4,multi-peak-directional,< 0.5x,0
Philadelphia -> Dallas,Feb,0.6,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> Dallas,Mar,0.2,multi-peak-directional,< 0.5x,0
Philadelphia -> Dallas,Apr,0.4,multi-peak-directional,< 0.5x,0
Philadelphia -> Dallas,May,2.0,multi-peak-directional,>= 1.6x,5
Philadelphia -> Dallas,Jun,0.2,multi-peak-directional,< 0.5x,0
Philadelphia -> Dallas,Jul,0.6,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> Dallas,Aug,1.0,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Dallas,Sep,1.0,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Dallas,Oct,1.8,multi-peak-directional,>= 1.6x,5
Philadelphia -> Dallas,Nov,1.2,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Dallas,Dec,2.6,multi-peak-directional,>= 1.6x,5
Philadelphia -> Detroit,Jan,0.77,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Detroit,Feb,1.53,multi-peak-directional,1.3x-1.6x,4
Philadelphia -> Detroit,Mar,0.51,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> Detroit,Apr,0.77,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Detroit,May,1.28,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Detroit,Jun,1.79,multi-peak-directional,>= 1.6x,5
Philadelphia -> Detroit,Jul,1.53,multi-peak-directional,1.3x-1.6x,4
Philadelphia -> Detroit,Aug,0.51,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> Detroit,Sep,0.26,multi-peak-directional,< 0.5x,0
Philadelphia -> Detroit,Oct,0.77,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Detroit,Nov,1.53,multi-peak-directional,1.3x-1.6x,4
Philadelphia -> Detroit,Dec,0.77,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Houston,Jan,1.6,multi-peak-directional,>= 1.6x,5
Philadelphia -> Houston,Feb,1.2,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Houston,Mar,0.4,multi-peak-directional,< 0.5x,0
Philadelphia -> Houston,Apr,0.4,multi-peak-directional,< 0.5x,0
Philadelphia -> Houston,May,0.8,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Houston,Jun,0.4,multi-peak-directional,< 0.5x,0
Philadelphia -> Houston,Jul,0.8,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Houston,Aug,2.8,multi-peak-directional,>= 1.6x,5
Philadelphia -> Houston,Sep,0.8,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Houston,Oct,0.4,multi-peak-directional,< 0.5x,0
Philadelphia -> Houston,Nov,2.0,multi-peak-directional,>= 1.6x,5
Philadelphia -> Houston,Dec,0.4,multi-peak-directional,< 0.5x,0
Philadelphia -> Minneapolis,Jan,1.02,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Minneapolis,Feb,0.81,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Minneapolis,Mar,0.81,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Minneapolis,Apr,0.41,multi-peak-directional,< 0.5x,0
Philadelphia -> Minneapolis,May,1.83,multi-peak-directional,>= 1.6x,5
Philadelphia -> Minneapolis,Jun,1.02,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Minneapolis,Jul,1.22,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Minneapolis,Aug,0.61,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> Minneapolis,Sep,1.22,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Minneapolis,Oct,1.02,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Minneapolis,Nov,0.61,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> Minneapolis,Dec,1.42,multi-peak-directional,1.3x-1.6x,4
Philadelphia -> Nashville,Jan,0.67,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> Nashville,Feb,1.22,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Nashville,Mar,1.0,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Nashville,Apr,1.22,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Nashville,May,2.33,multi-peak-directional,>= 1.6x,5
Philadelphia -> Nashville,Jun,0.78,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> Nashville,Jul,0.67,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> Nashville,Aug,1.22,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> Nashville,Sep,0.44,multi-peak-directional,< 0.5x,0
Philadelphia -> Nashville,Oct,0.67,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> Nashville,Nov,1.33,multi-peak-directional,1.3x-1.6x,4
Philadelphia -> Nashville,Dec,0.44,multi-peak-directional,< 0.5x,0
Philadelphia -> North Florida,Jan,1.3,multi-peak-directional,1.3x-1.6x,4
Philadelphia -> North Florida,Feb,0.95,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> North Florida,Mar,0.83,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> North Florida,Apr,1.24,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> North Florida,May,1.18,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> North Florida,Jun,1.0,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> North Florida,Jul,0.53,multi-peak-directional,0.5x-0.7x,1
Philadelphia -> North Florida,Aug,0.71,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> North Florida,Sep,1.06,multi-peak-directional,1.0x-1.3x,3
Philadelphia -> North Florida,Oct,0.95,multi-peak-directional,0.7x-1.0x,2
Philadelphia -> North Florida,Nov,1.42,multi-peak-directional,1.3x-1.6x,4
Philadelphia -> North Florida,Dec,0.83,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Chicago,Jan,0.52,multi-peak-directional,0.5x-0.7x,1
Phoenix Valley -> Chicago,Feb,1.33,multi-peak-directional,1.3x-1.6x,4
Phoenix Valley -> Chicago,Mar,1.25,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Chicago,Apr,1.33,multi-peak-directional,1.3x-1.6x,4
Phoenix Valley -> Chicago,May,1.47,multi-peak-directional,1.3x-1.6x,4
Phoenix Valley -> Chicago,Jun,1.03,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Chicago,Jul,0.44,multi-peak-directional,< 0.5x,0
Phoenix Valley -> Chicago,Aug,0.66,multi-peak-directional,0.5x-0.7x,1
Phoenix Valley -> Chicago,Sep,0.81,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Chicago,Oct,1.18,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Chicago,Nov,1.25,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Chicago,Dec,0.74,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Houston,Jan,0.64,multi-peak-directional,0.5x-0.7x,1
Phoenix Valley -> Houston,Feb,1.35,multi-peak-directional,1.3x-1.6x,4
Phoenix Valley -> Houston,Mar,1.07,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Houston,Apr,1.14,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Houston,May,1.35,multi-peak-directional,1.3x-1.6x,4
Phoenix Valley -> Houston,Jun,1.21,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Houston,Jul,0.21,multi-peak-directional,< 0.5x,0
Phoenix Valley -> Houston,Aug,0.5,multi-peak-directional,0.5x-0.7x,1
Phoenix Valley -> Houston,Sep,1.07,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Houston,Oct,1.21,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Houston,Nov,1.21,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Houston,Dec,1.07,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> LA Basin,Jan,1.05,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> LA Basin,Feb,0.85,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> LA Basin,Mar,0.92,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> LA Basin,Apr,1.25,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> LA Basin,May,1.18,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> LA Basin,Jun,0.72,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> LA Basin,Jul,0.98,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> LA Basin,Aug,0.79,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> LA Basin,Sep,1.11,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> LA Basin,Oct,1.11,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> LA Basin,Nov,0.98,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> LA Basin,Dec,1.05,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Nashville,Jan,0.87,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Nashville,Feb,0.65,multi-peak-directional,0.5x-0.7x,1
Phoenix Valley -> Nashville,Mar,1.53,multi-peak-directional,1.3x-1.6x,4
Phoenix Valley -> Nashville,Apr,1.96,multi-peak-directional,>= 1.6x,5
Phoenix Valley -> Nashville,May,1.75,multi-peak-directional,>= 1.6x,5
Phoenix Valley -> Nashville,Jun,0.22,multi-peak-directional,< 0.5x,0
Phoenix Valley -> Nashville,Jul,0.65,multi-peak-directional,0.5x-0.7x,1
Phoenix Valley -> Nashville,Aug,0.87,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Nashville,Sep,0.44,multi-peak-directional,< 0.5x,0
Phoenix Valley -> Nashville,Oct,1.96,multi-peak-directional,>= 1.6x,5
Phoenix Valley -> Nashville,Nov,0.65,multi-peak-directional,0.5x-0.7x,1
Phoenix Valley -> Nashville,Dec,0.44,multi-peak-directional,< 0.5x,0
Phoenix Valley -> Pittsburgh,Jan,0.57,multi-peak-directional,0.5x-0.7x,1
Phoenix Valley -> Pittsburgh,Feb,1.14,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Pittsburgh,Mar,0.0,multi-peak-directional,< 0.5x,0
Phoenix Valley -> Pittsburgh,Apr,1.14,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Pittsburgh,May,0.57,multi-peak-directional,0.5x-0.7x,1
Phoenix Valley -> Pittsburgh,Jun,0.0,multi-peak-directional,< 0.5x,0
Phoenix Valley -> Pittsburgh,Jul,1.14,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Pittsburgh,Aug,1.71,multi-peak-directional,>= 1.6x,5
Phoenix Valley -> Pittsburgh,Sep,1.71,multi-peak-directional,>= 1.6x,5
Phoenix Valley -> Pittsburgh,Oct,1.71,multi-peak-directional,>= 1.6x,5
Phoenix Valley -> Pittsburgh,Nov,0.57,multi-peak-directional,0.5x-0.7x,1
Phoenix Valley -> Pittsburgh,Dec,1.71,multi-peak-directional,>= 1.6x,5
Phoenix Valley -> Seattle,Jan,0.94,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Seattle,Feb,0.9,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Seattle,Mar,0.94,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Seattle,Apr,0.98,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Seattle,May,0.98,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Seattle,Jun,1.06,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Seattle,Jul,1.06,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Seattle,Aug,0.98,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Seattle,Sep,0.78,multi-peak-directional,0.7x-1.0x,2
Phoenix Valley -> Seattle,Oct,1.1,multi-peak-directional,1.0x-1.3x,3
Phoenix Valley -> Seattle,Nov,1.39,multi-peak-directional,1.3x-1.6x,4
Phoenix Valley -> Seattle,Dec,0.9,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Charlotte,Jan,0.41,multi-peak-directional,< 0.5x,0
Pittsburgh -> Charlotte,Feb,0.0,multi-peak-directional,< 0.5x,0
Pittsburgh -> Charlotte,Mar,0.83,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Charlotte,Apr,2.9,multi-peak-directional,>= 1.6x,5
Pittsburgh -> Charlotte,May,1.66,multi-peak-directional,>= 1.6x,5
Pittsburgh -> Charlotte,Jun,0.83,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Charlotte,Jul,0.41,multi-peak-directional,< 0.5x,0
Pittsburgh -> Charlotte,Aug,1.66,multi-peak-directional,>= 1.6x,5
Pittsburgh -> Charlotte,Sep,0.83,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Charlotte,Oct,0.41,multi-peak-directional,< 0.5x,0
Pittsburgh -> Charlotte,Nov,0.83,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Charlotte,Dec,1.24,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> Dallas,Jan,1.37,multi-peak-directional,1.3x-1.6x,4
Pittsburgh -> Dallas,Feb,0.49,multi-peak-directional,< 0.5x,0
Pittsburgh -> Dallas,Mar,1.17,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> Dallas,Apr,0.88,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Dallas,May,0.68,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> Dallas,Jun,1.07,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> Dallas,Jul,0.68,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> Dallas,Aug,0.98,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Dallas,Sep,1.46,multi-peak-directional,1.3x-1.6x,4
Pittsburgh -> Dallas,Oct,0.98,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Dallas,Nov,1.17,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> Dallas,Dec,1.07,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> Denver,Jan,0.55,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> Denver,Feb,1.53,multi-peak-directional,1.3x-1.6x,4
Pittsburgh -> Denver,Mar,0.76,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Denver,Apr,0.55,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> Denver,May,0.98,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Denver,Jun,1.2,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> Denver,Jul,0.87,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Denver,Aug,1.2,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> Denver,Sep,1.42,multi-peak-directional,1.3x-1.6x,4
Pittsburgh -> Denver,Oct,0.98,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Denver,Nov,1.09,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> Denver,Dec,0.87,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Houston,Jan,0.92,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Houston,Feb,2.08,multi-peak-directional,>= 1.6x,5
Pittsburgh -> Houston,Mar,0.69,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> Houston,Apr,0.69,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> Houston,May,0.46,multi-peak-directional,< 0.5x,0
Pittsburgh -> Houston,Jun,0.92,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> Houston,Jul,0.69,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> Houston,Aug,1.38,multi-peak-directional,1.3x-1.6x,4
Pittsburgh -> Houston,Sep,0.69,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> Houston,Oct,1.85,multi-peak-directional,>= 1.6x,5
Pittsburgh -> Houston,Nov,1.15,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> Houston,Dec,0.46,multi-peak-directional,< 0.5x,0
Pittsburgh -> San Antonio,Jan,1.0,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> San Antonio,Feb,1.33,multi-peak-directional,1.3x-1.6x,4
Pittsburgh -> San Antonio,Mar,0.33,multi-peak-directional,< 0.5x,0
Pittsburgh -> San Antonio,Apr,1.67,multi-peak-directional,>= 1.6x,5
Pittsburgh -> San Antonio,May,1.0,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> San Antonio,Jun,0.67,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> San Antonio,Jul,0.67,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> San Antonio,Aug,3.0,multi-peak-directional,>= 1.6x,5
Pittsburgh -> San Antonio,Sep,0.67,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> San Antonio,Oct,1.0,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> San Antonio,Nov,0.0,multi-peak-directional,< 0.5x,0
Pittsburgh -> San Antonio,Dec,0.67,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> St. Louis,Jan,0.63,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> St. Louis,Feb,1.1,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> St. Louis,Mar,0.94,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> St. Louis,Apr,0.94,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> St. Louis,May,0.71,multi-peak-directional,0.7x-1.0x,2
Pittsburgh -> St. Louis,Jun,1.02,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> St. Louis,Jul,1.02,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> St. Louis,Aug,0.55,multi-peak-directional,0.5x-0.7x,1
Pittsburgh -> St. Louis,Sep,1.57,multi-peak-directional,1.3x-1.6x,4
Pittsburgh -> St. Louis,Oct,1.49,multi-peak-directional,1.3x-1.6x,4
Pittsburgh -> St. Louis,Nov,1.02,multi-peak-directional,1.0x-1.3x,3
Pittsburgh -> St. Louis,Dec,1.02,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Atlanta,Jan,0.47,multi-peak-directional,< 0.5x,0
San Antonio -> Atlanta,Feb,0.87,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Atlanta,Mar,0.64,multi-peak-directional,0.5x-0.7x,1
San Antonio -> Atlanta,Apr,1.51,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Atlanta,May,0.7,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Atlanta,Jun,0.82,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Atlanta,Jul,0.93,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Atlanta,Aug,0.93,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Atlanta,Sep,0.93,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Atlanta,Oct,1.46,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Atlanta,Nov,1.57,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Atlanta,Dec,1.17,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Bay Area,Jan,0.44,multi-peak-directional,< 0.5x,0
San Antonio -> Bay Area,Feb,0.73,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Bay Area,Mar,0.88,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Bay Area,Apr,1.46,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Bay Area,May,1.46,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Bay Area,Jun,1.17,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Bay Area,Jul,1.17,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Bay Area,Aug,1.76,multi-peak-directional,>= 1.6x,5
San Antonio -> Bay Area,Sep,0.73,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Bay Area,Oct,1.17,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Bay Area,Nov,0.44,multi-peak-directional,< 0.5x,0
San Antonio -> Bay Area,Dec,0.59,multi-peak-directional,0.5x-0.7x,1
San Antonio -> Charlotte,Jan,0.43,multi-peak-directional,< 0.5x,0
San Antonio -> Charlotte,Feb,0.11,multi-peak-directional,< 0.5x,0
San Antonio -> Charlotte,Mar,0.76,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Charlotte,Apr,2.59,multi-peak-directional,>= 1.6x,5
San Antonio -> Charlotte,May,0.43,multi-peak-directional,< 0.5x,0
San Antonio -> Charlotte,Jun,1.08,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Charlotte,Jul,0.97,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Charlotte,Aug,0.76,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Charlotte,Sep,0.97,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Charlotte,Oct,1.84,multi-peak-directional,>= 1.6x,5
San Antonio -> Charlotte,Nov,1.19,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Charlotte,Dec,0.86,multi-peak-directional,0.7x-1.0x,2
San Antonio -> DMV,Jan,0.97,multi-peak-directional,0.7x-1.0x,2
San Antonio -> DMV,Feb,0.58,multi-peak-directional,0.5x-0.7x,1
San Antonio -> DMV,Mar,0.39,multi-peak-directional,< 0.5x,0
San Antonio -> DMV,Apr,2.32,multi-peak-directional,>= 1.6x,5
San Antonio -> DMV,May,1.16,multi-peak-directional,1.0x-1.3x,3
San Antonio -> DMV,Jun,0.58,multi-peak-directional,0.5x-0.7x,1
San Antonio -> DMV,Jul,0.77,multi-peak-directional,0.7x-1.0x,2
San Antonio -> DMV,Aug,0.77,multi-peak-directional,0.7x-1.0x,2
San Antonio -> DMV,Sep,0.0,multi-peak-directional,< 0.5x,0
San Antonio -> DMV,Oct,2.13,multi-peak-directional,>= 1.6x,5
San Antonio -> DMV,Nov,0.77,multi-peak-directional,0.7x-1.0x,2
San Antonio -> DMV,Dec,1.55,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Denver,Jan,1.1,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Denver,Feb,0.83,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Denver,Mar,1.23,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Denver,Apr,0.48,multi-peak-directional,< 0.5x,0
San Antonio -> Denver,May,0.6,multi-peak-directional,0.5x-0.7x,1
San Antonio -> Denver,Jun,1.07,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Denver,Jul,1.1,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Denver,Aug,1.2,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Denver,Sep,1.18,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Denver,Oct,1.08,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Denver,Nov,0.7,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Denver,Dec,1.43,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Detroit,Jan,1.31,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Detroit,Feb,0.75,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Detroit,Mar,1.12,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Detroit,Apr,1.31,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Detroit,May,0.94,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Detroit,Jun,0.94,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Detroit,Jul,0.75,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Detroit,Aug,0.75,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Detroit,Sep,1.31,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Detroit,Oct,1.12,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Detroit,Nov,0.38,multi-peak-directional,< 0.5x,0
San Antonio -> Detroit,Dec,1.31,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Houston,Jan,0.33,multi-peak-directional,< 0.5x,0
San Antonio -> Houston,Feb,0.67,multi-peak-directional,0.5x-0.7x,1
San Antonio -> Houston,Mar,0.33,multi-peak-directional,< 0.5x,0
San Antonio -> Houston,Apr,1.0,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Houston,May,1.0,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Houston,Jun,1.0,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Houston,Jul,1.67,multi-peak-directional,>= 1.6x,5
San Antonio -> Houston,Aug,0.33,multi-peak-directional,< 0.5x,0
San Antonio -> Houston,Sep,0.33,multi-peak-directional,< 0.5x,0
San Antonio -> Houston,Oct,2.0,multi-peak-directional,>= 1.6x,5
San Antonio -> Houston,Nov,1.33,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Houston,Dec,2.0,multi-peak-directional,>= 1.6x,5
San Antonio -> Minneapolis,Jan,1.16,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Minneapolis,Feb,0.52,multi-peak-directional,0.5x-0.7x,1
San Antonio -> Minneapolis,Mar,0.77,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Minneapolis,Apr,1.16,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Minneapolis,May,2.06,multi-peak-directional,>= 1.6x,5
San Antonio -> Minneapolis,Jun,0.52,multi-peak-directional,0.5x-0.7x,1
San Antonio -> Minneapolis,Jul,1.16,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Minneapolis,Aug,0.77,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Minneapolis,Sep,0.65,multi-peak-directional,0.5x-0.7x,1
San Antonio -> Minneapolis,Oct,1.55,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Minneapolis,Nov,1.03,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Minneapolis,Dec,0.65,multi-peak-directional,0.5x-0.7x,1
San Antonio -> Nashville,Jan,0.68,multi-peak-directional,0.5x-0.7x,1
San Antonio -> Nashville,Feb,0.57,multi-peak-directional,0.5x-0.7x,1
San Antonio -> Nashville,Mar,0.79,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Nashville,Apr,1.81,multi-peak-directional,>= 1.6x,5
San Antonio -> Nashville,May,1.02,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Nashville,Jun,1.02,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Nashville,Jul,0.91,multi-peak-directional,0.7x-1.0x,2
San Antonio -> Nashville,Aug,1.02,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Nashville,Sep,1.13,multi-peak-directional,1.0x-1.3x,3
San Antonio -> Nashville,Oct,1.36,multi-peak-directional,1.3x-1.6x,4
San Antonio -> Nashville,Nov,0.68,multi-peak-directional,0.5x-0.7x,1
